step,cells_count,agents_time,per_cell
90,2,0.1406242847442627,0.07031214237213135
91,2,0.1523876190185547,0.07619380950927734
92,2,0.1574072837829589,0.07870364189147945
93,2,0.1448121070861816,0.0724060535430908
94,2,0.1849086284637451,0.09245431423187254
95,2,0.1321995258331298,0.0660997629165649
96,2,0.1249868869781494,0.0624934434890747
1,2,0.1528172492980957,0.07640862464904785
2,2,0.1279327869415283,0.06396639347076415
3,2,0.1249864101409912,0.0624932050704956
4,2,0.1251399517059326,0.0625699758529663
5,2,0.1465113162994384,0.0732556581497192
6,2,0.1358027458190918,0.0679013729095459
7,2,0.1357169151306152,0.0678584575653076
8,2,0.1299207210540771,0.06496036052703855
9,2,0.1406118869781494,0.0703059434890747
10,2,0.1874842643737793,0.09374213218688965
11,2,0.1298151016235351,0.06490755081176755
12,2,0.1372747421264648,0.0686373710632324
13,2,0.1406524181365966,0.0703262090682983
14,2,0.1406230926513672,0.0703115463256836
15,2,0.1338038444519043,0.06690192222595215
16,2,0.184838056564331,0.0924190282821655
17,2,0.1406037807464599,0.07030189037322995
18,2,0.1406300067901611,0.07031500339508055
19,2,0.1406166553497314,0.0703083276748657
20,2,0.1406233310699463,0.07031166553497314
21,2,0.140620470046997,0.0703102350234985
22,2,0.1962087154388427,0.09810435771942135
23,2,0.124988317489624,0.062494158744812
24,2,0.140620470046997,0.0703102350234985
25,2,0.1646680831909179,0.08233404159545896
26,2,0.130134105682373,0.0650670528411865
27,2,0.1406357288360595,0.07031786441802974
28,2,0.1250653266906738,0.0625326633453369
29,2,0.1250102519989013,0.06250512599945066
30,2,0.1406176090240478,0.0703088045120239
31,2,0.1369709968566894,0.0684854984283447
32,2,0.145228624343872,0.072614312171936
33,2,0.1406242847442627,0.07031214237213135
34,2,0.1874885559082031,0.09374427795410155
35,2,0.151005744934082,0.075502872467041
36,2,0.1418771743774414,0.0709385871887207
37,2,0.1406342983245849,0.07031714916229245
38,2,0.140627384185791,0.0703136920928955
39,2,0.1469144821166992,0.0734572410583496
40,2,0.1969962120056152,0.0984981060028076
41,2,0.1418402194976806,0.0709201097488403
42,2,0.1406197547912597,0.07030987739562986
43,2,0.1374313831329345,0.06871569156646724
44,2,0.1250038146972656,0.0625019073486328
45,2,0.1289324760437011,0.06446623802185054
46,2,0.1935241222381591,0.09676206111907955
47,2,0.1294152736663818,0.0647076368331909
48,2,0.1406202316284179,0.07031011581420896
49,2,0.143172025680542,0.071586012840271
50,2,0.1303386688232422,0.0651693344116211
51,2,0.1406319141387939,0.07031595706939694
52,2,0.1483197212219238,0.0741598606109619
53,2,0.1266062259674072,0.0633031129837036
54,2,0.1249942779541015,0.06249713897705075
55,2,0.1263911724090576,0.0631955862045288
56,2,0.1406071186065673,0.07030355930328365
57,2,0.1406397819519043,0.07031989097595215
58,2,0.1876807212829589,0.09384036064147945
59,2,0.1293339729309082,0.0646669864654541
60,2,0.1406240463256836,0.0703120231628418
61,2,0.1461203098297119,0.07306015491485594
62,2,0.1406216621398925,0.07031083106994625
63,2,0.1408884525299072,0.0704442262649536
64,2,0.1823351383209228,0.0911675691604614
65,2,0.1407723426818847,0.07038617134094236
66,2,0.1406257152557373,0.07031285762786865
67,2,0.1250038146972656,0.0625019073486328
68,2,0.1420187950134277,0.07100939750671385
69,2,0.1355996131896972,0.0677998065948486
70,2,0.1904833316802978,0.0952416658401489
71,2,0.1406252384185791,0.07031261920928955
72,2,0.1406233310699463,0.07031166553497314
73,2,0.1444666385650634,0.0722333192825317
74,2,0.140627384185791,0.0703136920928955
75,2,0.1406247615814209,0.07031238079071045
76,2,0.1406226158142089,0.07031130790710445
77,2,0.140622854232788,0.070311427116394
78,2,0.1263108253479004,0.0631554126739502
79,2,0.1406335830688476,0.0703167915344238
80,2,0.1406247615814209,0.07031238079071045
81,2,0.1298072338104248,0.0649036169052124
82,2,0.193765640258789,0.0968828201293945
83,2,0.1443648338317871,0.07218241691589355
84,2,0.1249890327453613,0.06249451637268065
85,2,0.1406280994415283,0.07031404972076415
86,2,0.1446523666381836,0.0723261833190918
87,2,0.1406259536743164,0.0703129768371582
88,2,0.1874973773956298,0.0937486886978149
89,2,0.1249556541442871,0.06247782707214355
90,2,0.1338365077972412,0.0669182538986206
91,2,0.1419520378112793,0.07097601890563965
92,2,0.1444735527038574,0.0722367763519287
93,2,0.1562480926513672,0.0781240463256836
94,2,0.1874849796295166,0.0937424898147583
95,2,0.1279265880584716,0.0639632940292358
96,2,0.1406269073486328,0.0703134536743164
1,2,0.1314868927001953,0.06574344635009766
2,2,0.1293563842773437,0.06467819213867185
3,2,0.1249947547912597,0.06249737739562985
4,2,0.1423590183258056,0.0711795091629028
5,2,0.138932466506958,0.069466233253479
6,2,0.125011920928955,0.0625059604644775
7,2,0.1250021457672119,0.06250107288360594
8,2,0.1249711513519287,0.06248557567596435
9,2,0.1250042915344238,0.0625021457672119
10,2,0.187504768371582,0.093752384185791
11,2,0.1249966621398925,0.06249833106994625
12,2,0.1250040531158447,0.06250202655792235
13,2,0.1249988079071044,0.0624994039535522
14,2,0.12498140335083,0.062490701675415
15,2,0.1419997215270996,0.0709998607635498
16,2,0.1874780654907226,0.0937390327453613
17,2,0.1249985694885253,0.06249928474426265
18,2,0.1454911231994629,0.07274556159973145
19,2,0.1406185626983642,0.0703092813491821
20,2,0.1406276226043701,0.07031381130218504
21,2,0.126326322555542,0.063163161277771
22,2,0.1874976158142089,0.09374880790710445
23,2,0.1406233310699463,0.07031166553497314
24,2,0.1249990463256836,0.0624995231628418
25,2,0.1323256492614746,0.0661628246307373
26,2,0.1406230926513672,0.0703115463256836
27,2,0.1406292915344238,0.0703146457672119
28,2,0.1406114101409912,0.0703057050704956
29,2,0.1291851997375488,0.0645925998687744
30,2,0.140620470046997,0.0703102350234985
31,2,0.1406147480010986,0.0703073740005493
32,2,0.1406302452087402,0.0703151226043701
33,2,0.1406240463256836,0.0703120231628418
34,2,0.1882243156433105,0.09411215782165525
35,2,0.1368246078491211,0.06841230392456055
36,2,0.1406304836273193,0.07031524181365965
37,2,0.1249895095825195,0.06249475479125975
38,2,0.1301960945129394,0.0650980472564697
39,2,0.1433846950531005,0.07169234752655025
40,2,0.1875050067901611,0.09375250339508055
41,2,0.1249995231628418,0.0624997615814209
42,2,0.1249861717224121,0.06249308586120605
43,2,0.1281793117523193,0.06408965587615965
44,2,0.1406905651092529,0.07034528255462645
45,2,0.1406095027923584,0.0703047513961792
46,2,0.1874837875366211,0.09374189376831055
47,2,0.1378962993621826,0.0689481496810913
48,2,0.1437938213348388,0.0718969106674194
49,2,0.1346917152404785,0.06734585762023924
50,2,0.1425802707672119,0.07129013538360594
51,2,0.146388292312622,0.073194146156311
52,2,0.1420989036560058,0.0710494518280029
53,2,0.1249914169311523,0.06249570846557615
54,2,0.1406264305114746,0.0703132152557373
55,2,0.1406128406524658,0.0703064203262329
56,2,0.1447412967681884,0.0723706483840942
57,2,0.139937162399292,0.069968581199646
58,2,0.1925487518310547,0.09627437591552734
59,2,0.1327922344207763,0.06639611721038816
60,2,0.1406290531158447,0.07031452655792235
61,2,0.1436131000518798,0.0718065500259399
62,2,0.1249852180480957,0.06249260902404785
63,2,0.1250002384185791,0.06250011920928955
64,2,0.1875197887420654,0.0937598943710327
65,2,0.1434791088104248,0.0717395544052124
66,2,0.140639066696167,0.0703195333480835
67,2,0.1249969005584716,0.0624984502792358
68,2,0.1406266689300537,0.07031333446502686
69,2,0.1406426429748535,0.07032132148742674
70,2,0.1910860538482666,0.0955430269241333
71,2,0.1406171321868896,0.0703085660934448
72,2,0.1406340599060058,0.0703170299530029
73,2,0.1249902248382568,0.0624951124191284
74,2,0.1303684711456298,0.0651842355728149
75,2,0.1406264305114746,0.0703132152557373
76,2,0.1406159400939941,0.07030797004699706
77,2,0.1270456314086914,0.0635228157043457
78,2,0.1406257152557373,0.07031285762786865
79,2,0.1434040069580078,0.0717020034790039
80,2,0.14054536819458,0.07027268409729
81,2,0.1427295207977295,0.07136476039886475
82,2,0.1841609477996826,0.0920804738998413
83,2,0.1391496658325195,0.06957483291625975
84,2,0.126603364944458,0.063301682472229
85,2,0.1379563808441162,0.0689781904220581
86,2,0.1329612731933593,0.06648063659667965
87,2,0.1250028610229492,0.0625014305114746
88,2,0.1875123977661132,0.0937561988830566
89,2,0.1263482570648193,0.06317412853240965
90,2,0.1249804496765136,0.0624902248382568
91,2,0.1249840259552002,0.0624920129776001
92,2,0.126310110092163,0.0631550550460815
93,2,0.1291024684906005,0.06455123424530025
94,2,0.1874976158142089,0.09374880790710445
95,2,0.1406245231628418,0.0703122615814209
96,2,0.1406035423278808,0.0703017711639404
1,2,1.4273841381072998,0.7136920690536499
2,2,0.1476180553436279,0.07380902767181395
3,2,0.2105822563171386,0.1052911281585693
4,2,0.156386137008667,0.0781930685043335
5,2,0.1249916553497314,0.0624958276748657
6,2,0.124997854232788,0.062498927116394
7,2,0.1250107288360595,0.06250536441802974
8,2,0.1249980926513671,0.06249904632568355
9,2,0.124993085861206,0.062496542930603
10,2,0.1874959468841552,0.0937479734420776
11,2,0.1249973773956298,0.0624986886978149
12,2,0.1250035762786865,0.06250178813934325
13,2,0.1250114440917968,0.0625057220458984
14,2,0.1406188011169433,0.07030940055847165
15,2,0.1250038146972656,0.0625019073486328
16,2,0.1718702316284179,0.08593511581420896
17,2,0.1249969005584716,0.0624984502792358
18,2,0.1281394958496093,0.06406974792480465
19,2,0.1302790641784668,0.0651395320892334
20,2,0.1249983310699462,0.0624991655349731
21,2,0.124993085861206,0.062496542930603
22,2,0.1718769073486328,0.0859384536743164
23,2,0.1249911785125732,0.0624955892562866
24,2,0.1406197547912597,0.07030987739562986
25,2,0.1406347751617431,0.07031738758087155
26,2,0.1406171321868896,0.0703085660934448
27,2,0.1406192779541015,0.07030963897705075
28,2,0.1406359672546386,0.0703179836273193
29,2,0.1406285762786865,0.07031428813934325
30,2,0.1406300067901611,0.07031500339508055
31,2,0.1406221389770507,0.07031106948852535
32,2,0.140629768371582,0.070314884185791
33,2,0.1405329704284668,0.0702664852142334
34,2,0.1875038146972656,0.0937519073486328
35,2,0.140613317489624,0.070306658744812
36,2,0.1406211853027343,0.07031059265136715
37,2,0.1406178474426269,0.07030892372131345
38,2,0.1406300067901611,0.07031500339508055
39,2,0.1406264305114746,0.0703132152557373
40,2,0.1922168731689453,0.09610843658447266
41,2,0.1292555332183838,0.0646277666091919
42,2,0.1406190395355224,0.0703095197677612
43,2,0.1406266689300537,0.07031333446502686
44,2,0.1405367851257324,0.0702683925628662
45,2,0.1406826972961425,0.07034134864807125
46,2,0.1875035762786865,0.09375178813934325
47,2,0.1407074928283691,0.07035374641418456
48,2,0.1406221389770507,0.07031106948852535
49,2,0.1406226158142089,0.07031130790710445
50,2,0.1406385898590088,0.0703192949295044
51,2,0.1406185626983642,0.0703092813491821
52,2,0.1406178474426269,0.07030892372131345
53,2,0.1406340599060058,0.0703170299530029
54,2,0.1406235694885254,0.0703117847442627
55,2,0.1406280994415283,0.07031404972076415
56,2,0.1430680751800537,0.07153403759002686
57,2,0.1614127159118652,0.0807063579559326
58,2,0.2031362056732177,0.10156810283660885
59,2,0.1406257152557373,0.07031285762786865
60,2,0.1406223773956298,0.0703111886978149
61,2,0.1406152248382568,0.0703076124191284
62,2,0.1406292915344238,0.0703146457672119
63,2,0.1406238079071045,0.07031190395355225
64,2,0.1874961853027343,0.09374809265136715
65,2,0.1406292915344238,0.0703146457672119
66,2,0.1406254768371582,0.0703127384185791
67,2,0.1406261920928955,0.07031309604644775
68,2,0.1406168937683105,0.07030844688415525
69,2,0.1406102180480957,0.07030510902404785
70,2,0.1875109672546386,0.0937554836273193
71,2,0.1406271457672119,0.07031357288360594
72,2,0.1406939029693603,0.07034695148468015
73,2,0.1406247615814209,0.07031238079071045
74,2,0.1406280994415283,0.07031404972076415
75,2,0.1406209468841552,0.0703104734420776
76,2,0.1875474452972412,0.0937737226486206
77,2,0.1719541549682617,0.08597707748413085
78,2,0.1718645095825195,0.08593225479125975
79,2,0.1717851161956787,0.08589255809783936
80,2,0.1561670303344726,0.0780835151672363
81,2,0.171907901763916,0.085953950881958
82,2,0.1874985694885254,0.0937492847442627
83,2,0.1406219005584716,0.0703109502792358
84,2,0.1563315391540527,0.07816576957702635
85,2,0.156245470046997,0.0781227350234985
86,2,0.1406264305114746,0.0703132152557373
87,2,0.1561698913574218,0.0780849456787109
88,2,0.203200101852417,0.1016000509262085
89,2,0.1562614440917968,0.0781307220458984
90,2,0.1563301086425781,0.07816505432128905
91,2,0.1562519073486328,0.0781259536743164
92,2,0.1562559604644775,0.07812798023223876
93,2,0.1562569141387939,0.07812845706939694
94,2,0.2031235694885254,0.1015617847442627
95,2,0.1562581062316894,0.0781290531158447
96,2,0.1562533378601074,0.0781266689300537
1,3,0.309694766998291,0.10323158899943034
2,3,0.2968745231628418,0.09895817438761394
3,3,0.4062497615814209,0.13541658719380698
4,3,0.3125002384185791,0.10416674613952637
5,3,0.3124985694885254,0.10416618982950847
6,3,0.3906238079071045,0.13020793596903482
7,3,0.3407447338104248,0.11358157793680827
8,3,0.3395564556121826,0.11318548520406087
9,3,0.3469259738922119,0.11564199129740398
10,3,0.4062521457672119,0.13541738192240396
11,3,0.3325521945953369,0.11085073153177898
12,3,0.3437516689300537,0.11458388964335124
13,3,0.3437492847442627,0.11458309491475423
14,3,0.3281245231628418,0.1093748410542806
15,3,0.3281257152557373,0.1093752384185791
16,3,0.3437504768371582,0.11458349227905273
17,3,0.4062480926513672,0.13541603088378906
18,3,0.3437516689300537,0.11458388964335124
19,3,0.359375,0.11979166666666667
20,3,0.3437495231628418,0.11458317438761394
21,3,0.4062509536743164,0.13541698455810547
22,3,0.3125407695770263,0.10418025652567543
23,3,0.3050720691680908,0.10169068972269694
24,3,0.375032901763916,0.12501096725463867
25,3,0.3124973773956299,0.10416579246520996
26,3,0.2969117164611816,0.09897057215372719
27,3,0.2812507152557373,0.0937502384185791
28,3,0.3125026226043701,0.10416754086812337
29,3,0.2656233310699463,0.08854111035664876
30,3,0.2656166553497314,0.08853888511657713
31,3,0.3124980926513672,0.10416603088378906
32,3,0.250004768371582,0.08333492279052733
33,3,0.234377384185791,0.078125794728597
34,3,0.2343831062316894,0.0781277020772298
35,3,0.2968742847442627,0.09895809491475423
36,3,0.234370470046997,0.07812349001566567
37,3,0.2343699932098388,0.07812333106994628
38,3,0.2499122619628906,0.08330408732096353
39,3,0.2968690395355224,0.0989563465118408
40,3,0.2344627380371093,0.07815424601236977
41,3,0.2343838214874267,0.0781279404958089
42,3,0.3280510902404785,0.10935036341349284
43,3,0.2655837535858154,0.08852791786193846
44,3,0.2501254081726074,0.08337513605753581
45,3,0.2499985694885254,0.08333285649617513
46,3,0.2500021457672119,0.08333404858907063
47,3,0.2343811988830566,0.0781270662943522
48,3,0.2343785762786865,0.0781261920928955
49,3,0.2813429832458496,0.0937809944152832
50,3,0.2343707084655761,0.07812356948852536
51,3,0.234377384185791,0.078125794728597
52,3,0.2343816757202148,0.0781272252400716
53,3,0.2812509536743164,0.0937503178914388
54,3,0.2244348526000976,0.07481161753336586
55,3,0.2313144207000732,0.0771048069000244
56,3,0.2812471389770508,0.0937490463256836
57,3,0.2377607822418213,0.0792535940806071
58,3,0.234342336654663,0.078114112218221
59,3,0.2343742847442627,0.0781247615814209
60,3,0.2812495231628418,0.0937498410542806
61,3,0.234415054321289,0.07813835144042967
62,3,0.2343735694885254,0.0781245231628418
63,3,0.296879768371582,0.09895992279052733
64,3,0.2344610691070556,0.07815368970235187
65,3,0.2343816757202148,0.0781272252400716
66,3,0.2343709468841552,0.07812364896138506
67,3,0.2812502384185791,0.0937500794728597
68,3,0.2343769073486328,0.07812563578287761
69,3,0.2402818202972412,0.0800939400990804
70,3,0.2342903614044189,0.07809678713480629
71,3,0.2970054149627685,0.0990018049875895
72,3,0.2031211853027343,0.0677070617675781
73,3,0.2187387943267822,0.07291293144226073
74,3,0.2656402587890625,0.0885467529296875
75,3,0.2187473773956298,0.07291579246520993
76,3,0.2139408588409423,0.07131361961364743
77,3,0.2237305641174316,0.07457685470581053
78,3,0.2656278610229492,0.08854262034098308
79,3,0.2187609672546386,0.07292032241821286
80,3,0.2187466621398925,0.07291555404663083
81,3,0.2812583446502685,0.0937527815500895
82,3,0.2187604904174804,0.07292016347249347
83,3,0.2187597751617431,0.07291992505391437
84,3,0.2187433242797851,0.07291444142659503
85,3,0.2656264305114746,0.08854214350382487
86,3,0.2187469005584716,0.07291563351949053
87,3,0.218745470046997,0.07291515668233232
88,3,0.2656295299530029,0.08854317665100096
89,3,0.2187476158142089,0.07291587193806963
90,3,0.2187535762786865,0.07291785875956217
91,3,0.2187552452087402,0.07291841506958006
92,3,0.2656245231628418,0.08854150772094727
93,3,0.2031214237213134,0.0677071412404378
94,3,0.2187898159027099,0.07292993863423664
95,3,0.2656288146972656,0.08854293823242188
96,3,0.2031266689300537,0.06770888964335124
1,3,0.2031178474426269,0.0677059491475423
2,3,0.2187416553497314,0.07291388511657713
3,3,0.2656264305114746,0.08854214350382487
4,3,0.218764066696167,0.07292135556538899
5,3,0.2031230926513672,0.06770769755045573
6,3,0.2656221389770508,0.08854071299235027
7,3,0.2187557220458984,0.07291857401529947
8,3,0.2187397480010986,0.07291324933369954
9,3,0.203118085861206,0.067706028620402
10,3,0.2656302452087402,0.08854341506958006
11,3,0.2031266689300537,0.06770888964335124
12,3,0.2031300067901611,0.06771000226338704
13,3,0.2187590599060058,0.07291968663533527
14,3,0.2031319141387939,0.06771063804626463
15,3,0.2031319141387939,0.06771063804626463
16,3,0.2031223773956298,0.0677074591318766
17,3,0.2656302452087402,0.08854341506958006
18,3,0.2187564373016357,0.07291881243387856
19,3,0.2081029415130615,0.0693676471710205
20,3,0.2199227809906005,0.0733075936635335
21,3,0.2656264305114746,0.08854214350382487
22,3,0.2187511920928955,0.07291706403096516
23,3,0.2187497615814209,0.07291658719380696
24,3,0.2656264305114746,0.08854214350382487
25,3,0.218754768371582,0.07291825612386067
26,3,0.218743085861206,0.07291436195373534
27,3,0.2187552452087402,0.07291841506958006
28,3,0.2656567096710205,0.08855223655700684
29,3,0.2187483310699463,0.07291611035664876
30,3,0.2031230926513672,0.06770769755045573
31,3,0.2656309604644775,0.08854365348815917
32,3,0.2199153900146484,0.0733051300048828
33,3,0.2187495231628418,0.07291650772094727
34,3,0.2187554836273193,0.07291849454243977
35,3,0.2656271457672119,0.08854238192240398
36,3,0.2187526226043701,0.07291754086812337
37,3,0.2187438011169433,0.07291460037231444
38,3,0.2187888622283935,0.07292962074279784
39,3,0.2558765411376953,0.08529218037923177
40,3,0.2212035655975341,0.0737345218658447
41,3,0.2187459468841552,0.07291531562805173
42,3,0.2656149864196777,0.08853832880655922
43,3,0.203122854232788,0.067707618077596
44,3,0.2187490463256836,0.07291634877522786
45,3,0.2812607288360595,0.09375357627868651
46,3,0.2031261920928955,0.06770873069763184
47,3,0.2187025547027588,0.07290085156758626
48,3,0.2187528610229492,0.07291762034098306
49,3,0.2656302452087402,0.08854341506958006
50,3,0.2187464237213134,0.07291547457377114
51,3,0.2187564373016357,0.07291881243387856
52,3,0.2187569141387939,0.07291897137959796
53,3,0.2656257152557373,0.08854190508524577
54,3,0.218757152557373,0.07291905085245766
55,3,0.2187414169311523,0.07291380564371742
56,3,0.2656323909759521,0.08854413032531737
57,3,0.2187538146972656,0.07291793823242186
58,3,0.2031214237213134,0.0677071412404378
59,3,0.2187559604644775,0.07291865348815917
60,3,0.2656240463256836,0.08854134877522786
61,3,0.2187540531158447,0.07291801770528157
62,3,0.2187492847442627,0.07291642824808757
63,3,0.2656285762786865,0.08854285875956218
