step,cells_count,step_time,per_cell
9,3,0.366471529006958,0.12215717633565266
10,3,0.3663344383239746,0.12211147944132487
11,3,0.3661963939666748,0.12206546465555827
12,3,0.4322831630706787,0.14409438769022623
13,3,0.3655397891998291,0.12184659639994304
14,3,0.3656630516052246,0.1218876838684082
15,3,0.445101261138916,0.14836708704630533
16,3,0.3681116104125976,0.12270387013753253
17,3,0.3736839294433594,0.12456130981445312
18,3,0.3721382617950439,0.12404608726501463
19,3,0.4360747337341308,0.1453582445780436
20,3,0.3726763725280761,0.1242254575093587
21,3,0.3606047630310058,0.12020158767700194
22,3,0.366830825805664,0.12227694193522133
23,3,0.3660485744476318,0.12201619148254393
24,3,0.3637704849243164,0.12125682830810547
25,3,0.3530771732330322,0.11769239107767741
26,3,0.4261732101440429,0.14205773671468097
27,3,0.353795051574707,0.11793168385823566
28,3,0.3674995899200439,0.12249986330668129
29,3,0.3721308708190918,0.12404362360636394
30,3,0.4313957691192627,0.1437985897064209
31,3,0.3676629066467285,0.12255430221557617
32,3,0.3878591060638428,0.1292863686879476
33,3,0.4369134902954101,0.14563783009847003
34,3,0.3705577850341797,0.12351926167805989
35,3,0.363257884979248,0.12108596165974933
36,3,0.3637073040008545,0.12123576800028484
37,3,0.4279072284698486,0.14263574282328287
38,3,0.3534376621246338,0.1178125540415446
39,3,0.3641271591186523,0.12137571970621742
40,3,0.428581953048706,0.14286065101623532
41,3,0.3518295288085937,0.11727650960286456
42,3,0.3468706607818603,0.11562355359395343
43,3,0.362321138381958,0.12077371279398601
44,3,0.4235391616821289,0.14117972056070963
45,3,0.3602213859558105,0.1200737953186035
46,3,0.3605282306671142,0.12017607688903807
47,3,0.3590552806854248,0.11968509356180827
48,3,0.3769841194152832,0.12566137313842773
49,3,0.3669028282165527,0.12230094273885089
50,3,0.3746595382690429,0.12488651275634764
51,3,0.4235332012176513,0.1411777337392171
52,3,0.3734521865844726,0.1244840621948242
53,3,0.3746168613433838,0.12487228711446126
54,3,0.3596487045288086,0.11988290150960286
55,3,0.4648332595825195,0.15494441986083982
56,3,0.3672158718109131,0.1224052906036377
57,3,0.3656086921691894,0.12186956405639647
58,3,0.4351174831390381,0.14503916104634604
59,3,0.3658149242401123,0.12193830808003743
60,3,0.3610513210296631,0.12035044034322102
61,3,0.3564045429229736,0.11880151430765785
62,3,0.4307653903961181,0.1435884634653727
63,3,0.3610396385192871,0.1203465461730957
64,3,0.3637735843658447,0.12125786145528157
65,3,0.4283115863800049,0.14277052879333496
66,3,0.3575458526611328,0.11918195088704427
67,3,0.363330602645874,0.12111020088195801
68,3,0.3687083721160888,0.12290279070536293
69,3,0.4343025684356689,0.14476752281188962
70,3,0.3679542541503906,0.1226514180501302
71,3,0.3822038173675537,0.12740127245585123
72,3,0.4344687461853027,0.1448229153951009
73,3,0.3749041557312011,0.12496805191040038
74,3,0.3601477146148681,0.12004923820495604
75,3,0.3661818504333496,0.12206061681111653
76,3,0.429661750793457,0.143220583597819
77,3,0.3638904094696045,0.12129680315653484
78,3,0.363149881362915,0.121049960454305
79,3,0.4301145076751709,0.1433715025583903
80,3,0.3636367321014404,0.12121224403381346
81,3,0.3645963668823242,0.12153212229410808
82,3,0.3680660724639892,0.12268869082132973
83,3,0.4331684112548828,0.14438947041829428
84,3,0.3580732345581054,0.1193577448527018
85,3,0.3779025077819824,0.12596750259399414
86,3,0.3754291534423828,0.12514305114746094
87,3,0.3678500652313232,0.12261668841044106
88,3,0.3634152412414551,0.12113841374715169
89,3,0.3644397258758545,0.12147990862528484
90,3,0.4295742511749267,0.1431914170583089
91,3,0.3715875148773193,0.12386250495910643
92,3,0.3686251640319824,0.12287505467732747
93,3,0.358741283416748,0.11958042780558266
94,3,0.4392828941345215,0.14642763137817383
95,3,0.3570616245269775,0.1190205415089925
96,3,0.3700301647186279,0.12334338823954262
1,4,0.5813760757446289,0.14534401893615723
2,4,0.4993438720703125,0.12483596801757812
3,4,0.4901223182678222,0.12253057956695555
4,4,0.5743052959442139,0.14357632398605347
5,4,0.4931654930114746,0.12329137325286865
6,4,0.5021755695343018,0.12554389238357544
7,4,0.503892183303833,0.12597304582595825
8,4,0.50478196144104,0.12619549036026
9,4,0.5819177627563477,0.14547944068908691
10,4,0.5101757049560547,0.12754392623901367
11,4,0.5733718872070312,0.1433429718017578
12,4,0.5112268924713135,0.12780672311782837
13,4,0.5080888271331787,0.12702220678329468
14,4,0.5782384872436523,0.14455962181091309
15,4,0.5082798004150391,0.12706995010375977
16,4,0.5088317394256592,0.1272079348564148
17,4,0.5818305015563965,0.14545762538909912
18,4,0.5033156871795654,0.12582892179489136
19,4,0.5703797340393066,0.14259493350982666
20,4,0.4903287887573242,0.12258219718933105
21,4,0.4887218475341797,0.12218046188354492
22,4,0.571624755859375,0.14290618896484375
23,4,0.489288330078125,0.12232208251953125
24,4,0.5790727138519287,0.14476817846298218
25,4,0.5064568519592285,0.12661421298980713
26,4,0.5278668403625488,0.1319667100906372
27,4,0.5690255165100098,0.14225637912750244
28,4,0.4890289306640625,0.12225723266601562
29,4,0.5929808616638184,0.1482452154159546
30,4,0.5040466785430908,0.1260116696357727
31,4,0.5012669563293457,0.12531673908233643
32,4,0.5782313346862793,0.14455783367156982
33,4,0.4966819286346435,0.12417048215866087
34,4,0.4993658065795898,0.12484145164489745
35,4,0.4897103309631347,0.12242758274078368
36,4,0.4912338256835937,0.12280845642089842
37,4,0.5948679447174072,0.1487169861793518
38,4,0.5065193176269531,0.12662982940673828
39,4,0.5671274662017822,0.14178186655044556
40,4,0.5001184940338135,0.12502962350845337
41,4,0.5051116943359375,0.12627792358398438
42,4,0.5634064674377441,0.14085161685943604
43,4,0.4995534420013428,0.1248883605003357
44,4,0.4877433776855469,0.12193584442138672
45,4,0.5592589378356934,0.13981473445892334
46,4,0.5404224395751953,0.13510560989379883
47,4,0.5914855003356934,0.14787137508392334
48,4,0.5005373954772949,0.12513434886932373
49,4,0.4922876358032226,0.12307190895080565
50,4,0.5716471672058105,0.14291179180145264
51,4,0.4993808269500732,0.1248452067375183
52,4,0.5671646595001221,0.14179116487503052
53,4,0.53401780128479,0.1335044503211975
54,4,0.5189907550811768,0.1297476887702942
55,4,0.5897953510284424,0.1474488377571106
56,4,0.5326988697052002,0.13317471742630005
57,4,0.5874547958374023,0.14686369895935059
58,4,0.6705460548400879,0.16763651371002197
59,4,0.5331978797912598,0.13329946994781494
60,4,0.5751550197601318,0.14378875494003296
61,4,0.5066564083099365,0.12666410207748413
62,4,0.5029110908508301,0.12572777271270752
63,4,0.5138659477233887,0.12846648693084717
64,4,0.5239965915679932,0.1309991478919983
65,4,0.5715315341949463,0.14288288354873657
66,4,0.4947984218597412,0.1236996054649353
67,4,0.5831971168518066,0.14579927921295166
68,4,0.499155044555664,0.124788761138916
69,4,0.5116345882415771,0.1279086470603943
70,4,0.5761456489562988,0.1440364122390747
71,4,0.5052385330200195,0.12630963325500488
72,4,0.4966630935668945,0.12416577339172362
73,4,0.566338300704956,0.141584575176239
74,4,0.5154788494110107,0.12886971235275269
75,4,0.5597515106201172,0.1399378776550293
76,4,0.497776985168457,0.12444424629211424
77,4,0.4971010684967041,0.12427526712417603
78,4,0.5741715431213379,0.14354288578033447
79,4,0.504204511642456,0.126051127910614
80,4,0.5694410800933838,0.14236027002334595
81,4,0.50199294090271,0.1254982352256775
82,4,0.506187915802002,0.1265469789505005
83,4,0.5697653293609619,0.14244133234024048
84,4,0.5109901428222656,0.1277475357055664
85,4,0.5780670642852783,0.14451676607131958
86,4,0.5048582553863525,0.12621456384658813
87,4,0.5147180557250977,0.12867951393127441
88,4,0.5681281089782715,0.14203202724456787
89,4,0.4945554733276367,0.12363886833190918
90,4,0.578362226486206,0.1445905566215515
91,4,0.5123031139373779,0.12807577848434448
92,4,0.5065643787384033,0.12664109468460083
93,4,0.5654923915863037,0.14137309789657593
94,4,0.5063028335571289,0.12657570838928223
95,4,0.4905352592468261,0.12263381481170653
96,4,0.5666606426239014,0.14166516065597534
1,5,0.6505670547485352,0.13011341094970702
2,5,0.7377910614013672,0.14755821228027344
3,5,0.6663541793823242,0.13327083587646485
4,5,0.7336952686309814,0.14673905372619628
5,5,0.6708478927612305,0.1341695785522461
6,5,0.7100272178649902,0.14200544357299805
7,5,0.7270793914794922,0.14541587829589844
8,5,0.651763916015625,0.130352783203125
9,5,0.724557638168335,0.144911527633667
10,5,0.6514675617218018,0.13029351234436035
11,5,0.7227048873901367,0.14454097747802735
12,5,0.6488568782806396,0.12977137565612792
13,5,0.7251815795898438,0.14503631591796876
14,5,0.6523103713989258,0.13046207427978515
15,5,0.7367005348205566,0.14734010696411132
16,5,0.6602790355682373,0.13205580711364745
17,5,0.7104744911193848,0.14209489822387694
18,5,0.6513833999633789,0.13027667999267578
19,5,0.7099206447601318,0.14198412895202636
20,5,0.6454648971557617,0.12909297943115233
21,5,0.7182016372680664,0.14364032745361327
22,5,0.6641585826873779,0.13283171653747558
23,5,0.7309691905975342,0.14619383811950684
24,5,0.6592521667480469,0.13185043334960939
25,5,0.7298295497894287,0.14596590995788575
26,5,0.7327852249145508,0.14655704498291017
27,5,0.7255187034606934,0.14510374069213866
28,5,0.7253665924072266,0.1450733184814453
29,5,0.6444556713104248,0.12889113426208496
30,5,0.7199757099151611,0.14399514198303223
31,5,0.6569235324859619,0.1313847064971924
32,5,0.7187280654907227,0.14374561309814454
33,5,0.6523082256317139,0.13046164512634278
34,5,0.731083869934082,0.1462167739868164
35,5,0.6685965061187744,0.1337193012237549
36,5,0.7261712551116943,0.14523425102233886
37,5,0.6526994705200195,0.1305398941040039
38,5,0.7180278301239014,0.14360556602478028
39,5,0.662693977355957,0.1325387954711914
40,5,0.7283873558044434,0.14567747116088867
41,5,0.6378006935119629,0.12756013870239258
42,5,0.7197847366333008,0.14395694732666015
43,5,0.6675806045532227,0.13351612091064452
44,5,0.902907133102417,0.1805814266204834
45,5,0.6720197200775146,0.13440394401550293
46,5,0.8379800319671631,0.1675960063934326
47,5,0.7779505252838135,0.15559010505676268
48,5,0.7324721813201904,0.14649443626403807
49,5,0.6596052646636963,0.13192105293273926
50,5,0.7255556583404541,0.1451111316680908
51,5,0.648827075958252,0.12976541519165039
52,5,0.7196729183197021,0.14393458366394044
53,5,0.6502158641815186,0.1300431728363037
54,5,0.7205591201782227,0.14411182403564454
55,5,0.6467773914337158,0.12935547828674315
56,5,0.7217411994934082,0.14434823989868165
57,5,0.7292847633361816,0.14585695266723633
58,5,0.6579799652099609,0.13159599304199218
59,5,0.7339675426483154,0.14679350852966308
60,5,0.6465375423431396,0.12930750846862793
61,5,0.7081849575042725,0.1416369915008545
62,5,0.6450588703155518,0.12901177406311035
63,5,0.715634822845459,0.1431269645690918
64,5,0.6585443019866943,0.13170886039733887
65,5,0.7223360538482666,0.14446721076965333
66,5,0.6531484127044678,0.13062968254089355
67,5,0.7263643741607666,0.14527287483215331
68,5,0.6511309146881104,0.13022618293762206
69,5,0.7364952564239502,0.14729905128479004
70,5,0.6559953689575195,0.13119907379150392
71,5,0.7339673042297363,0.14679346084594727
72,5,0.6453325748443604,0.12906651496887206
73,5,0.703122615814209,0.1406245231628418
74,5,0.6406238079071045,0.1281247615814209
75,5,0.7120087146759033,0.14240174293518065
76,5,0.6558592319488525,0.1311718463897705
77,5,0.714958906173706,0.1429917812347412
78,5,0.656273603439331,0.1312547206878662
79,5,0.7160060405731201,0.14320120811462403
80,5,0.6523756980895996,0.13047513961791993
81,5,0.7247357368469238,0.14494714736938477
82,5,0.6460161209106445,0.1292032241821289
83,5,0.7239155769348145,0.1447831153869629
84,5,0.6427090167999268,0.12854180335998536
85,5,0.7141525745391846,0.1428305149078369
86,5,0.6416885852813721,0.12833771705627442
87,5,0.7117955684661865,0.1423591136932373
88,5,0.6387581825256348,0.12775163650512694
89,5,0.7116448879241943,0.14232897758483887
90,5,0.6482212543487549,0.12964425086975098
91,5,0.7127034664154053,0.14254069328308105
92,5,0.7207856178283691,0.14415712356567384
93,5,0.6383504867553711,0.1276700973510742
94,5,0.7076866626739502,0.14153733253479003
95,5,0.6448113918304443,0.12896227836608887
96,5,0.722691535949707,0.1445383071899414
1,6,0.8785157203674316,0.14641928672790527
2,6,0.7943305969238281,0.13238843282063803
3,6,0.8074765205383301,0.13457942008972168
4,6,0.8885624408721924,0.1480937401453654
5,6,0.8258192539215088,0.13763654232025146
6,6,0.878833532333374,0.14647225538889566
7,6,0.8634462356567383,0.1439077059427897
8,6,0.7966408729553223,0.13277347882588705
9,6,0.8748233318328857,0.1458038886388143
10,6,0.8824310302734375,0.14707183837890625
11,6,0.7983307838439941,0.13305513064066568
12,6,0.8741040229797363,0.14568400382995605
13,6,0.8052318096160889,0.1342053016026815
14,6,0.8645765781402588,0.1440960963567098
15,6,0.8803362846374512,0.14672271410624185
16,6,0.7979490756988525,0.13299151261647543
17,6,0.8676116466522217,0.1446019411087036
18,6,0.8801450729370117,0.14669084548950195
19,6,0.8276958465576172,0.13794930775960287
20,6,0.8802893161773682,0.14671488602956137
21,6,0.8139641284942627,0.1356606880823771
22,6,0.884937047958374,0.14748950799306235
23,6,0.878436803817749,0.14640613396962485
24,6,0.7993535995483398,0.1332255999247233
25,6,0.884819507598877,0.14746991793314615
26,6,0.9068422317504884,0.15114037195841473
27,6,0.81589674949646,0.13598279158274332
28,6,0.8922958374023438,0.14871597290039062
29,6,0.8211460113525391,0.1368576685587565
30,6,0.8844432830810547,0.14740721384684244
31,6,0.8938591480255127,0.1489765246709188
32,6,0.8161718845367432,0.13602864742279053
33,6,0.8805155754089355,0.14675259590148926
34,6,0.8853237628936768,0.14755396048227945
35,6,0.8211135864257812,0.13685226440429688
36,6,0.8892812728881836,0.14821354548136392
37,6,0.8299641609191895,0.13832736015319824
38,6,0.8765668869018555,0.14609448115030924
39,6,0.8683979511260986,0.14473299185434976
40,6,0.7966032028198242,0.1327672004699707
41,6,0.8908998966217041,0.14848331610361734
42,6,0.8967783451080322,0.14946305751800537
43,6,0.8139200210571289,0.13565333684285483
44,6,0.8872952461242676,0.14788254102071127
45,6,0.8071353435516357,0.13452255725860596
46,6,0.8887455463409424,0.1481242577234904
47,6,0.8822176456451416,0.14703627427419028
48,6,0.8329358100891113,0.1388226350148519
49,6,0.8872568607330322,0.14787614345550537
50,6,0.8808672428131104,0.1468112071355184
51,6,0.8112902641296387,0.13521504402160645
52,6,0.8773205280303955,0.14622008800506592
53,6,0.8092184066772461,0.13486973444620767
54,6,0.8857693672180176,0.1476282278696696
55,6,0.8811595439910889,0.1468599239985148
56,6,0.809718132019043,0.13495302200317383
57,6,0.8984146118164062,0.14973576863606772
58,6,0.8889260292053223,0.14815433820088705
59,6,0.8145291805267334,0.13575486342112222
60,6,0.8829307556152344,0.1471551259358724
61,6,0.7981557846069336,0.1330259641011556
62,6,0.878089189529419,0.14634819825490317
63,6,0.8875002861022949,0.14791671435038248
64,6,0.8157229423522949,0.13595382372538248
65,6,0.8817856311798096,0.1469642718633016
66,6,0.875058650970459,0.1458431084950765
67,6,0.7935171127319336,0.13225285212198892
68,6,0.8654828071594238,0.14424713452657065
69,6,0.8232126235961914,0.13720210393269858
70,6,0.8759803771972656,0.1459967295328776
71,6,0.8719217777252197,0.14532029628753662
72,6,0.8133907318115234,0.13556512196858725
73,6,0.8832523822784424,0.1472087303797404
74,6,0.8934979438781738,0.14891632397969565
75,6,0.8164565563201904,0.13607609272003174
76,6,0.8720889091491699,0.14534815152486166
77,6,0.8015496730804443,0.13359161218007407
78,6,0.8846309185028076,0.1474384864171346
79,6,0.900921106338501,0.1501535177230835
80,6,0.8269329071044922,0.13782215118408203
81,6,0.8801882266998291,0.14669803778330484
82,6,0.8676803112030029,0.1446133852005005
83,6,0.8080987930297852,0.13468313217163086
84,6,0.8774762153625488,0.14624603589375815
85,6,0.8067238330841064,0.13445397218068442
86,6,0.7911233901977539,0.13185389836629233
87,6,0.8755419254302979,0.14592365423838297
88,6,0.8002321720123291,0.13337202866872153
89,6,0.8706080913543701,0.14510134855906168
90,6,0.8779048919677734,0.1463174819946289
91,6,0.818568229675293,0.13642803827921549
92,6,0.8833110332489014,0.14721850554148355
93,6,0.8164715766906738,0.1360785961151123
94,6,0.8750817775726318,0.14584696292877197
95,6,0.8842465877532959,0.14737443129221597
96,6,0.8049361705780029,0.13415602842966715
1,7,1.0418157577514648,0.14883082253592356
2,7,1.040414810180664,0.1486306871686663
3,7,1.0498974323272705,0.14998534747532435
4,7,1.0586647987365725,0.15123782839093894
5,7,0.9570648670196532,0.13672355243137904
6,7,1.0430362224578855,0.1490051746368408
7,7,1.0559401512145996,0.1508485930306571
8,7,1.04900860786438,0.1498583725520543
9,7,0.9688653945922852,0.13840934208461217
10,7,1.0347392559051514,0.14781989370073592
11,7,1.0489308834075928,0.14984726905822754
12,7,1.0496482849121094,0.1499497549874442
13,7,1.0432732105255127,0.14903903007507324
14,7,0.971442699432373,0.138777528490339
15,7,1.055215835571289,0.150745119367327
16,7,1.0312345027923584,0.14731921468462264
17,7,1.0237600803375244,0.14625144004821777
18,7,0.9596431255340576,0.13709187507629395
19,7,1.045562744140625,0.14936610630580358
20,7,1.0330944061279297,0.1475849151611328
21,7,1.0540492534637451,0.15057846478053502
22,7,1.0400397777557373,0.14857711110796248
23,7,0.9865996837615968,0.1409428119659424
24,7,1.0610337257385254,0.15157624653407506
25,7,1.0531392097473145,0.15044845853533065
26,7,1.03362774848938,0.1476611069270543
27,7,0.9597733020782472,0.1371104717254639
28,7,1.0509371757507324,0.15013388225010463
29,7,1.0496015548706057,0.14994307926722938
30,7,1.0441632270812988,0.1491661752973284
31,7,0.9524993896484376,0.13607134137834823
32,7,1.0519611835479736,0.15028016907828196
33,7,1.0466694831848145,0.14952421188354492
34,7,1.051804542541504,0.15025779179164342
35,7,0.9768195152282716,0.13954564503261022
36,7,1.0529608726501465,0.1504229818071638
37,7,1.0259160995483398,0.14655944279261998
38,7,1.0588746070861816,0.15126780101231166
39,7,0.9808015823364258,0.14011451176234654
40,7,1.0486867427825928,0.1498123918260847
41,7,1.052316665649414,0.1503309522356306
42,7,1.0490405559539795,0.14986293656485422
43,7,0.9666962623596193,0.1380994660513742
44,7,1.0686891078948977,0.15266987255641395
45,7,1.024078607559204,0.14629694393702916
46,7,1.0455117225646973,0.14935881750924246
47,7,0.9782929420471193,0.13975613457815989
48,7,1.025313377380371,0.1464733396257673
49,7,1.0188543796539309,0.14555062566484728
50,7,1.0297715663909912,0.1471102237701416
51,7,0.9464144706726074,0.13520206723894393
52,7,1.0457203388214111,0.14938861983163015
53,7,1.0341920852661133,0.14774172646658762
54,7,1.0474698543548584,0.14963855062212264
55,7,0.6543469429016113,0.09347813470023018
56,7,0.6301076412200928,0.09001537731715611
57,7,0.6117072105407715,0.08738674436296735
58,7,0.6093637943267822,0.08705197061811175
59,7,0.5633420944213867,0.0804774420601981
60,7,0.6251881122589111,0.08931258746555873
61,7,0.6130125522613525,0.08757322175162179
62,7,0.6240568161010742,0.0891509737287249
63,7,0.5727777481079102,0.0818253925868443
64,7,0.6676089763641357,0.09537271090916224
65,7,0.6857223510742188,0.09796033586774554
66,7,0.6630940437316895,0.0947277205330985
67,7,0.5884618759155273,0.08406598227364677
68,7,0.6792440414428711,0.0970348630632673
69,7,0.6264982223510742,0.08949974605015346
70,7,0.717796802520752,0.10254240036010742
71,7,0.6202392578125,0.08860560825892858
72,7,0.7517490386962891,0.10739271981375557
73,7,0.6688921451568604,0.09555602073669434
74,7,0.7316627502441406,0.10452325003487724
75,7,0.6290686130523682,0.08986694472176689
76,7,0.7274799346923828,0.10392570495605469
77,7,0.7264034748077393,0.10377192497253418
78,7,0.6586482524871826,0.09409260749816895
79,7,0.5886409282684326,0.08409156118120466
80,7,0.6976521015167236,0.09966458593096052
81,7,0.6405739784240723,0.09151056834629603
82,7,0.6552836894989014,0.0936119556427002
83,7,0.6468086242675781,0.09240123203822545
84,7,0.7115178108215332,0.10164540154593331
85,7,0.695410966873169,0.09934442383902413
86,7,0.6328885555267334,0.09041265078953334
87,7,0.6113362312316895,0.08733374731881278
88,7,0.7930910587310791,0.11329872267586845
89,7,0.6961290836334229,0.09944701194763184
90,7,0.7538654804229736,0.10769506863185338
91,7,0.6971025466918945,0.09958607809884208
92,7,0.7140200138092041,0.10200285911560059
93,7,0.6494810581207275,0.09278300830296107
94,7,0.7128417491912842,0.10183453559875488
95,7,0.5908496379852295,0.08440709114074707
96,7,0.7594597339630127,0.10849424770900182
1,8,0.821296215057373,0.10266202688217163
2,8,0.7478291988372803,0.09347864985466003
3,8,0.795119047164917,0.09938988089561462
4,8,0.7613189220428467,0.09516486525535583
5,8,0.7970690727233887,0.09963363409042358
6,8,0.8267135620117188,0.10333919525146484
7,8,0.8069546222686768,0.1008693277835846
8,8,0.8824789524078369,0.11030986905097961
9,8,0.7935366630554199,0.09919208288192749
10,8,0.8476855754852295,0.10596069693565369
11,8,0.7485125064849854,0.09356406331062317
12,8,0.7532603740692139,0.09415754675865173
13,8,0.8232262134552002,0.10290327668190002
14,8,0.8352742195129395,0.10440927743911743
15,8,0.7363204956054688,0.0920400619506836
16,8,0.6766335964202881,0.08457919955253601
17,8,0.7928783893585205,0.09910979866981506
18,8,0.7918341159820557,0.09897926449775696
19,8,0.8522109985351562,0.10652637481689453
20,8,0.8432831764221191,0.10541039705276489
21,8,0.7867319583892822,0.09834149479866028
22,8,0.8196365833282471,0.10245457291603088
23,8,0.9010453224182128,0.1126306653022766
24,8,1.0126032829284668,0.12657541036605835
25,8,0.9000723361968994,0.11250904202461243
26,8,0.7784154415130615,0.09730193018913269
27,8,1.0112252235412598,0.12640315294265747
28,8,0.8275587558746338,0.10344484448432922
29,8,0.8939275741577148,0.11174094676971436
30,8,0.8075354099273682,0.10094192624092102
31,8,0.8652546405792236,0.10815683007240295
32,8,0.8203384876251221,0.10254231095314026
33,8,0.8289358615875244,0.10361698269844055
34,8,0.9457590579986572,0.11821988224983215
35,8,0.7454297542572021,0.09317871928215027
36,8,0.8361215591430664,0.1045151948928833
37,8,0.7983908653259277,0.09979885816574097
38,8,0.798037052154541,0.09975463151931763
39,8,0.8174691200256348,0.10218364000320435
40,8,0.8064022064208984,0.1008002758026123
41,8,0.8697779178619385,0.10872223973274231
42,8,0.8131735324859619,0.10164669156074524
43,8,0.7836012840270996,0.09795016050338745
44,8,0.8139584064483643,0.10174480080604553
45,8,0.8047657012939453,0.10059571266174316
46,8,0.9010093212127686,0.11262616515159607
47,8,0.7411842346191406,0.09264802932739258
48,8,0.8372049331665039,0.10465061664581299
49,8,0.7661433219909668,0.09576791524887085
50,8,0.7457413673400879,0.09321767091751099
51,8,0.7406280040740967,0.09257850050926208
52,8,0.7500078678131104,0.0937509834766388
53,8,0.7756919860839844,0.09696149826049805
54,8,0.8080065250396729,0.1010008156299591
55,8,0.759192705154419,0.09489908814430237
56,8,0.8314578533172607,0.10393223166465759
57,8,0.7499935626983643,0.09374919533729553
58,8,0.8445274829864502,0.10556593537330627
59,8,0.7881410121917725,0.09851762652397156
60,8,0.8575549125671387,0.10719436407089233
61,8,0.843275785446167,0.10540947318077087
62,8,0.8015952110290527,0.10019940137863159
63,8,0.8057301044464111,0.10071626305580139
