date,MASSCA-0.MosaikAgent-ExternalGrid-0.production[MW],MASSCA-0.MosaikAgent-ExternalGrid-0.consumption[MW],MASSCA-0.MosaikAgent-steptime,GridSim-0.Bus-0-value,GridSim-0.Bus-2-value,GridSim-0.Bus-3-value,GridSim-0.Bus-5-value,GridSim-0.Bus-4-value,GridSim-0.ExternalGrid-0-value,GridSim-0.Bus-1-value
2016-01-01 00:00:00,0,0,0.03127121925354004,-0.041706374200774395,4.218137014777376,-4.070214362933953,-4.301892720185497,4.153970068342071,0.041706374200774395,0.0
2016-01-01 00:00:01,0.041706374200774395,0,0.015624284744262695,-0.041706374200774395,4.218137014777376,-4.070214362933953,-4.301892720185497,4.153970068342071,0.041706374200774395,0.0
2016-01-01 00:15:00,0.041706374200774395,0,0.031252384185791016,-0.040357690070923366,3.753031847802021,-4.08933716290257,-4.081087411503116,4.417392726603666,0.040357690070923366,0.0
2016-01-01 00:15:01,0.040357690070923366,0,0.015624523162841797,-0.040357690070923366,3.753031847802021,-4.08933716290257,-4.081087411503116,4.417392726603666,0.040357690070923366,0.0
2016-01-01 00:30:00,0.040357690070923366,0,0.031270503997802734,-0.03895892081494884,3.507331283624581,-4.554810910171447,-3.357440156003223,4.40491978255009,0.03895892081494884,0.0
2016-01-01 00:30:01,0.03895892081494884,0,0.015623092651367188,-0.03895892081494884,3.507331283624581,-4.554810910171447,-3.357440156003223,4.40491978255009,0.03895892081494884,0.0
2016-01-01 00:45:00,0.03895892081494884,0,0.03125119209289551,-0.042576961758747346,4.075053236918285,-4.597470214529789,-3.8783502117992947,4.400767189410798,0.042576961758747346,0.0
2016-01-01 00:45:01,0.042576961758747346,0,0.015594959259033203,-0.042576961758747346,4.075053236918285,-4.597470214529789,-3.8783502117992947,4.400767189410798,0.042576961758747346,0.0
2016-01-01 01:00:00,0.042576961758747346,0,0.031226396560668945,-0.037538184725125316,4.136015917124718,-4.176716711454931,-3.57537206004776,3.6160728543779737,0.037538184725125316,0.0
2016-01-01 01:00:01,0.037538184725125316,0,0.01563239097595215,-0.037538184725125316,4.136015917124718,-4.176716711454931,-3.57537206004776,3.6160728543779737,0.037538184725125316,0.0
