step,cells_count,hierarchy_depth,agents_time,per_cell,per_level
1,5,2,0.6202073097229004,0.12404146194458007,0.3101036548614502
2,5,2,0.5231878757476807,0.10463757514953613,0.26159393787384033
3,5,2,0.637911319732666,0.12758226394653321,0.318955659866333
4,5,2,0.5236175060272217,0.10472350120544434,0.26180875301361084
5,5,2,0.5222184658050537,0.10444369316101074,0.26110923290252686
6,5,2,0.6130478382110596,0.12260956764221191,0.3065239191055298
7,5,2,0.5212526321411133,0.10425052642822266,0.26062631607055664
8,5,2,0.6152727603912354,0.12305455207824707,0.3076363801956177
9,5,2,0.5243039131164551,0.10486078262329102,0.26215195655822754
10,5,2,0.6138181686401367,0.12276363372802734,0.30690908432006836
11,5,2,0.5218653678894043,0.10437307357788086,0.26093268394470215
12,5,2,0.6167001724243164,0.12334003448486328,0.3083500862121582
13,5,2,0.5189840793609619,0.10379681587219239,0.25949203968048096
14,5,2,0.6248147487640381,0.12496294975280761,0.31240737438201904
15,5,2,0.5202338695526123,0.10404677391052246,0.26011693477630615
16,5,2,0.618743896484375,0.123748779296875,0.3093719482421875
17,5,2,0.6174139976501465,0.1234827995300293,0.30870699882507324
18,5,2,0.5238587856292725,0.10477175712585449,0.26192939281463623
19,5,2,0.6162228584289551,0.12324457168579102,0.30811142921447754
20,5,2,0.5313112735748291,0.10626225471496582,0.26565563678741455
21,5,2,0.618927001953125,0.123785400390625,0.3094635009765625
22,5,2,0.5215985774993896,0.10431971549987792,0.2607992887496948
23,5,2,0.6165919303894043,0.12331838607788086,0.30829596519470215
24,5,2,0.5306000709533691,0.10612001419067382,0.26530003547668457
25,5,2,0.6156725883483887,0.12313451766967773,0.30783629417419434
26,5,2,0.5227518081665039,0.10455036163330078,0.26137590408325195
27,5,2,0.6180689334869385,0.12361378669738769,0.30903446674346924
28,5,2,0.5205264091491699,0.10410528182983399,0.26026320457458496
29,5,2,0.612969160079956,0.12259383201599121,0.306484580039978
30,5,2,0.5189719200134277,0.10379438400268555,0.25948596000671387
31,5,2,0.5274779796600342,0.10549559593200683,0.2637389898300171
32,5,2,0.6141788959503174,0.12283577919006347,0.3070894479751587
33,5,2,0.5194478034973145,0.1038895606994629,0.2597239017486572
34,5,2,0.6194076538085938,0.12388153076171875,0.3097038269042969
35,5,2,0.5163981914520264,0.10327963829040528,0.2581990957260132
36,5,2,0.6229901313781738,0.12459802627563477,0.3114950656890869
37,5,2,0.5222556591033936,0.10445113182067871,0.2611278295516968
38,5,2,0.6110601425170898,0.12221202850341797,0.3055300712585449
39,5,2,0.5250160694122314,0.1050032138824463,0.2625080347061157
40,5,2,0.6120748519897461,0.12241497039794921,0.30603742599487305
41,5,2,0.6172797679901123,0.12345595359802246,0.30863988399505615
42,5,2,0.5223727226257324,0.10447454452514648,0.2611863613128662
43,5,2,0.6190061569213867,0.12380123138427734,0.30950307846069336
44,5,2,0.5313050746917725,0.10626101493835449,0.26565253734588623
45,5,2,0.6269736289978027,0.12539472579956054,0.31348681449890137
46,5,2,0.5175254344940186,0.10350508689880371,0.2587627172470093
47,5,2,0.6131534576416016,0.12263069152832032,0.3065767288208008
48,5,2,0.5218691825866699,0.10437383651733398,0.26093459129333496
49,5,2,0.6158154010772705,0.12316308021545411,0.30790770053863525
50,5,2,0.5224349498748779,0.10448698997497559,0.26121747493743896
51,5,2,0.6160354614257812,0.12320709228515625,0.3080177307128906
52,5,2,0.5190834999084473,0.10381669998168945,0.25954174995422363
53,5,2,0.6153168678283691,0.12306337356567383,0.30765843391418457
54,5,2,0.5206243991851807,0.10412487983703614,0.26031219959259033
55,5,2,0.5239272117614746,0.10478544235229492,0.2619636058807373
56,5,2,0.6169440746307373,0.12338881492614746,0.30847203731536865
57,5,2,0.5228447914123535,0.1045689582824707,0.26142239570617676
58,5,2,0.6114108562469482,0.12228217124938964,0.3057054281234741
59,5,2,0.5143742561340332,0.10287485122680665,0.2571871280670166
60,5,2,0.6238365173339844,0.12476730346679688,0.3119182586669922
61,5,2,0.517622709274292,0.1035245418548584,0.258811354637146
62,5,2,0.6124782562255859,0.12249565124511719,0.30623912811279297
63,5,2,0.5239312648773193,0.10478625297546387,0.26196563243865967
64,5,2,0.6180405616760254,0.12360811233520508,0.3090202808380127
65,5,2,0.6166532039642334,0.12333064079284668,0.3083266019821167
66,5,2,0.5214064121246338,0.10428128242492676,0.2607032060623169
67,5,2,0.6232013702392578,0.12464027404785157,0.3116006851196289
68,5,2,0.5245604515075684,0.10491209030151367,0.2622802257537842
69,5,2,0.612694263458252,0.1225388526916504,0.306347131729126
70,5,2,0.5200536251068115,0.1040107250213623,0.26002681255340576
71,5,2,0.6117887496948242,0.12235774993896484,0.3058943748474121
72,5,2,0.5270471572875977,0.10540943145751953,0.26352357864379883
73,5,2,0.6146173477172852,0.12292346954345704,0.3073086738586426
74,5,2,0.5214598178863525,0.10429196357727051,0.26072990894317627
75,5,2,0.6294460296630859,0.12588920593261718,0.31472301483154297
76,5,2,0.5194857120513916,0.10389714241027832,0.2597428560256958
77,5,2,0.6141278743743896,0.12282557487487793,0.3070639371871948
78,5,2,0.5233743190765381,0.10467486381530762,0.26168715953826904
79,5,2,0.5224325656890869,0.10448651313781739,0.26121628284454346
80,5,2,0.6125736236572266,0.12251472473144531,0.3062868118286133
81,5,2,0.5222725868225098,0.10445451736450195,0.2611362934112549
82,5,2,0.6134114265441895,0.12268228530883789,0.3067057132720947
83,5,2,0.5207452774047852,0.10414905548095703,0.2603726387023926
84,5,2,0.6242353916168213,0.12484707832336425,0.31211769580841064
85,5,2,0.5263185501098633,0.10526371002197266,0.26315927505493164
86,5,2,0.6188523769378662,0.12377047538757324,0.3094261884689331
87,5,2,0.5228312015533447,0.10456624031066894,0.26141560077667236
88,5,2,0.6146788597106934,0.12293577194213867,0.3073394298553467
89,5,2,0.6212737560272217,0.12425475120544434,0.31063687801361084
90,5,2,0.5268468856811523,0.10536937713623047,0.26342344284057617
91,5,2,0.6177749633789062,0.12355499267578125,0.3088874816894531
92,5,2,0.5199613571166992,0.10399227142333985,0.2599806785583496
93,5,2,0.6203000545501709,0.12406001091003419,0.31015002727508545
94,5,2,0.5230629444122314,0.10461258888244629,0.2615314722061157
95,5,2,0.6179368495941162,0.12358736991882324,0.3089684247970581
96,5,2,0.5284817218780518,0.10569634437561035,0.2642408609390259
1,5,4,0.6241598129272461,0.12483196258544922,0.15603995323181152
2,5,4,0.522590160369873,0.10451803207397461,0.13064754009246826
3,5,4,0.5312585830688477,0.10625171661376953,0.13281464576721191
4,5,4,0.6387414932250977,0.12774829864501952,0.15968537330627441
5,5,4,0.5240471363067627,0.10480942726135253,0.13101178407669067
6,5,4,0.6242084503173828,0.12484169006347656,0.1560521125793457
7,5,4,0.5264987945556641,0.10529975891113282,0.13162469863891602
8,5,4,0.6253325939178467,0.12506651878356934,0.15633314847946167
9,5,4,0.5360448360443115,0.1072089672088623,0.13401120901107788
10,5,4,0.5250382423400879,0.10500764846801758,0.13125956058502197
11,5,4,0.6236128807067871,0.12472257614135743,0.15590322017669678
12,5,4,0.5274417400360107,0.10548834800720215,0.13186043500900269
13,5,4,0.624260425567627,0.12485208511352539,0.15606510639190674
14,5,4,0.5366480350494385,0.1073296070098877,0.13416200876235962
15,5,4,0.6261672973632812,0.12523345947265624,0.1565418243408203
16,5,4,0.5343246459960938,0.10686492919921875,0.13358116149902344
17,5,4,0.6245913505554199,0.12491827011108399,0.15614783763885498
18,5,4,0.5259747505187988,0.10519495010375976,0.1314936876296997
19,5,4,0.5338733196258545,0.1067746639251709,0.13346832990646362
20,5,4,0.6241917610168457,0.12483835220336914,0.15604794025421143
21,5,4,0.5330018997192383,0.10660037994384766,0.13325047492980957
22,5,4,0.6253445148468018,0.12506890296936035,0.15633612871170044
23,5,4,0.5277202129364014,0.10554404258728027,0.13193005323410034
24,5,4,0.5263123512268066,0.10526247024536133,0.13157808780670166
25,5,4,0.6242437362670898,0.12484874725341796,0.15606093406677246
26,5,4,0.5373187065124512,0.10746374130249023,0.1343296766281128
27,5,4,0.6228883266448975,0.12457766532897949,0.15572208166122437
28,5,4,0.5265054702758789,0.10530109405517578,0.13162636756896973
29,5,4,0.6220366954803467,0.12440733909606934,0.15550917387008667
30,5,4,0.5375978946685791,0.10751957893371582,0.13439947366714478
31,5,4,0.5297470092773438,0.10594940185546875,0.13243675231933594
32,5,4,0.6196742057800293,0.12393484115600586,0.15491855144500732
33,5,4,0.5278258323669434,0.10556516647338868,0.13195645809173584
34,5,4,0.6218864917755127,0.12437729835510254,0.15547162294387817
35,5,4,0.5260701179504395,0.10521402359008789,0.13151752948760986
36,5,4,0.6235873699188232,0.12471747398376465,0.1558968424797058
37,5,4,0.5279335975646973,0.10558671951293945,0.13198339939117432
38,5,4,0.5309014320373535,0.10618028640747071,0.13272535800933838
39,5,4,0.6221046447753906,0.12442092895507813,0.15552616119384766
40,5,4,0.5298168659210205,0.1059633731842041,0.13245421648025513
41,5,4,0.6304469108581543,0.12608938217163085,0.15761172771453857
42,5,4,0.5306475162506104,0.10612950325012208,0.1326618790626526
43,5,4,0.6209032535552979,0.12418065071105958,0.15522581338882446
44,5,4,0.5364992618560791,0.10729985237121582,0.13412481546401978
45,5,4,0.5343873500823975,0.10687747001647949,0.13359683752059937
46,5,4,0.6378078460693359,0.1275615692138672,0.15945196151733398
47,5,4,0.5374526977539062,0.10749053955078125,0.13436317443847656
48,5,4,0.6236677169799805,0.1247335433959961,0.15591692924499512
49,5,4,0.5305850505828857,0.10611701011657715,0.13264626264572144
50,5,4,0.6229989528656006,0.12459979057312012,0.15574973821640015
51,5,4,0.5271315574645996,0.10542631149291992,0.1317828893661499
52,5,4,0.5351104736328125,0.1070220947265625,0.13377761840820312
53,5,4,0.6245682239532471,0.12491364479064941,0.15614205598831177
54,5,4,0.5290515422821045,0.10581030845642089,0.13226288557052612
55,5,4,0.6245317459106445,0.12490634918212891,0.15613293647766113
56,5,4,0.5352518558502197,0.10705037117004394,0.13381296396255493
57,5,4,0.6253068447113037,0.12506136894226075,0.15632671117782593
58,5,4,0.526818037033081,0.10536360740661621,0.13170450925827026
59,5,4,0.5301864147186279,0.10603728294372558,0.13254660367965698
60,5,4,0.6257228851318359,0.1251445770263672,0.15643072128295898
61,5,4,0.5374014377593994,0.10748028755187988,0.13435035943984985
62,5,4,0.6229062080383301,0.12458124160766601,0.15572655200958252
63,5,4,0.5285987854003906,0.10571975708007812,0.13214969635009766
64,5,4,0.6183414459228516,0.12366828918457032,0.1545853614807129
65,5,4,0.5295474529266357,0.10590949058532714,0.13238686323165894
66,5,4,0.5305461883544922,0.10610923767089844,0.13263654708862305
67,5,4,0.6260654926300049,0.125213098526001,0.15651637315750122
68,5,4,0.5333986282348633,0.10667972564697266,0.13334965705871582
69,5,4,0.627265453338623,0.12545309066772461,0.15681636333465576
70,5,4,0.5294008255004883,0.10588016510009765,0.13235020637512207
71,5,4,0.6249237060546875,0.1249847412109375,0.15623092651367188
72,5,4,0.5287716388702393,0.10575432777404785,0.13219290971755981
73,5,4,0.5371687412261963,0.10743374824523926,0.13429218530654907
74,5,4,0.623309850692749,0.12466197013854981,0.15582746267318726
75,5,4,0.5318100452423096,0.10636200904846191,0.1329525113105774
76,5,4,0.6254615783691406,0.12509231567382811,0.15636539459228516
77,5,4,0.5303699970245361,0.10607399940490722,0.13259249925613403
78,5,4,0.6260650157928467,0.12521300315856934,0.15651625394821167
79,5,4,0.5297083854675293,0.10594167709350585,0.13242709636688232
80,5,4,0.5286850929260254,0.10573701858520508,0.13217127323150635
81,5,4,0.6251952648162842,0.12503905296325685,0.15629881620407104
82,5,4,0.5313663482666016,0.10627326965332032,0.1328415870666504
83,5,4,0.6210236549377441,0.12420473098754883,0.15525591373443604
84,5,4,0.5284767150878906,0.10569534301757813,0.13211917877197266
85,5,4,0.6213295459747314,0.12426590919494629,0.15533238649368286
86,5,4,0.5305459499359131,0.10610918998718262,0.13263648748397827
87,5,4,0.5350091457366943,0.10700182914733887,0.13375228643417358
88,5,4,0.6191036701202393,0.12382073402404785,0.15477591753005981
89,5,4,0.5287439823150635,0.10574879646301269,0.13218599557876587
90,5,4,0.6174798011779785,0.1234959602355957,0.15436995029449463
91,5,4,0.5331225395202637,0.10662450790405273,0.13328063488006592
92,5,4,0.6223616600036621,0.12447233200073242,0.15559041500091553
93,5,4,0.5334875583648682,0.10669751167297363,0.13337188959121704
94,5,4,0.5367357730865479,0.10734715461730956,0.13418394327163696
95,5,4,0.6219501495361328,0.12439002990722656,0.1554875373840332
96,5,4,0.5313003063201904,0.10626006126403809,0.1328250765800476
1,5,6,0.6657917499542236,0.13315834999084472,0.11096529165903728
2,5,6,0.5641732215881348,0.11283464431762695,0.09402887026468913
3,5,6,0.5695698261260986,0.11391396522521972,0.09492830435434978
4,5,6,0.6795363426208496,0.13590726852416993,0.11325605710347493
5,5,6,0.5722062587738037,0.11444125175476075,0.09536770979563396
6,5,6,0.6683619022369385,0.1336723804473877,0.11139365037282307
7,5,6,0.5746276378631592,0.11492552757263183,0.09577127297719319
8,5,6,0.5741848945617676,0.11483697891235352,0.09569748242696126
9,5,6,0.6699740886688232,0.13399481773376465,0.11166234811147054
10,5,6,0.5738284587860107,0.11476569175720215,0.09563807646433513
11,5,6,0.6636149883270264,0.13272299766540527,0.1106024980545044
12,5,6,0.5713567733764648,0.11427135467529297,0.09522612889607747
13,5,6,0.5689635276794434,0.11379270553588867,0.09482725461324056
14,5,6,0.6670000553131104,0.13340001106262206,0.11116667588551839
15,5,6,0.5721158981323242,0.11442317962646484,0.0953526496887207
16,5,6,0.6696078777313232,0.13392157554626466,0.11160131295522054
17,5,6,0.5748817920684814,0.11497635841369629,0.09581363201141357
18,5,6,0.6631908416748047,0.13263816833496095,0.11053180694580078
19,5,6,0.5810058116912842,0.11620116233825684,0.09683430194854736
20,5,6,0.5699677467346191,0.11399354934692382,0.09499462445576985
21,5,6,0.6711337566375732,0.13422675132751466,0.11185562610626221
22,5,6,0.5791165828704834,0.11582331657409668,0.0965194304784139
23,5,6,0.5707063674926758,0.11414127349853516,0.09511772791544597
24,5,6,0.6617004871368408,0.13234009742736816,0.11028341452280681
25,5,6,0.5687975883483887,0.11375951766967773,0.09479959805806477
26,5,6,0.6656515598297119,0.13313031196594238,0.11094192663828532
27,5,6,0.5654163360595703,0.11308326721191406,0.09423605600992839
28,5,6,0.5653979778289795,0.1130795955657959,0.09423299630482991
29,5,6,0.6684796810150146,0.13369593620300294,0.11141328016916911
30,5,6,0.5676093101501465,0.1135218620300293,0.09460155169169109
31,5,6,0.6643552780151367,0.13287105560302734,0.11072587966918945
32,5,6,0.5707478523254395,0.11414957046508789,0.09512464205423991
33,5,6,0.5712409019470215,0.11424818038940429,0.09520681699117024
34,5,6,0.6693277359008789,0.1338655471801758,0.11155462265014648
35,5,6,0.5745489597320557,0.11490979194641113,0.0957581599553426
36,5,6,0.6697192192077637,0.13394384384155272,0.11161986986796062
37,5,6,0.5723953247070312,0.11447906494140625,0.0953992207845052
38,5,6,0.6685903072357178,0.13371806144714354,0.11143171787261963
39,5,6,0.5629663467407227,0.11259326934814454,0.09382772445678711
40,5,6,0.5783369541168213,0.11566739082336426,0.09638949235280354
41,5,6,0.681307315826416,0.1362614631652832,0.11355121930440266
42,5,6,0.5637435913085938,0.11274871826171876,0.09395726521809895
43,5,6,0.5676705837249756,0.11353411674499511,0.0946117639541626
44,5,6,0.6705131530761719,0.13410263061523436,0.11175219217936198
45,5,6,0.5712425708770752,0.11424851417541504,0.0952070951461792
46,5,6,0.6699280738830566,0.13398561477661133,0.11165467898050944
47,5,6,0.5725240707397461,0.11450481414794922,0.09542067845662434
48,5,6,0.5693304538726807,0.11386609077453613,0.0948884089787801
49,5,6,0.666215181350708,0.1332430362701416,0.11103586355845134
50,5,6,0.57076096534729,0.11415219306945801,0.09512682755788167
51,5,6,0.6648731231689453,0.13297462463378906,0.11081218719482422
52,5,6,0.5705184936523438,0.11410369873046874,0.09508641560872395
53,5,6,0.5703868865966797,0.11407737731933594,0.09506448109944661
54,5,6,0.6613829135894775,0.1322765827178955,0.11023048559824626
55,5,6,0.5675556659698486,0.11351113319396973,0.09459261099497478
56,5,6,0.6709272861480713,0.13418545722961425,0.11182121435801189
57,5,6,0.5765058994293213,0.11530117988586426,0.09608431657155354
58,5,6,0.6735954284667969,0.13471908569335939,0.11226590474446614
59,5,6,0.5702893733978271,0.11405787467956544,0.09504822889963786
60,5,6,0.5742554664611816,0.11485109329223633,0.09570924441019694
61,5,6,0.6697187423706055,0.1339437484741211,0.1116197903951009
62,5,6,0.5676519870758057,0.11353039741516113,0.09460866451263428
63,5,6,0.5685858726501465,0.1137171745300293,0.09476431210835774
64,5,6,0.6685197353363037,0.13370394706726074,0.11141995588938396
65,5,6,0.5764858722686768,0.11529717445373536,0.09608097871144612
66,5,6,0.6671550273895264,0.13343100547790526,0.11119250456492107
67,5,6,0.5769758224487305,0.1153951644897461,0.0961626370747884
68,5,6,0.5726516246795654,0.11453032493591309,0.09544193744659424
69,5,6,0.6725852489471436,0.13451704978942872,0.1120975414911906
70,5,6,0.5703566074371338,0.11407132148742676,0.09505943457285564
71,5,6,0.5634043216705322,0.11268086433410644,0.09390072027842204
72,5,6,0.6673312187194824,0.13346624374389648,0.1112218697865804
73,5,6,0.5733981132507324,0.11467962265014649,0.0955663522084554
74,5,6,0.6706457138061523,0.13412914276123047,0.11177428563435872
75,5,6,0.5654594898223877,0.11309189796447754,0.09424324830373128
76,5,6,0.5690670013427734,0.11381340026855469,0.09484450022379558
77,5,6,0.6683790683746338,0.13367581367492676,0.1113965113957723
78,5,6,0.5755107402801514,0.11510214805603028,0.09591845671335857
79,5,6,0.6663248538970947,0.13326497077941896,0.11105414231618245
80,5,6,0.5656847953796387,0.11313695907592773,0.09428079922993977
81,5,6,0.5704822540283203,0.11409645080566407,0.09508037567138672
82,5,6,0.6632373332977295,0.1326474666595459,0.11053955554962158
83,5,6,0.5725171566009521,0.11450343132019043,0.09541952610015869
84,5,6,0.6674816608428955,0.1334963321685791,0.11124694347381592
85,5,6,0.5742952823638916,0.11485905647277832,0.09571588039398193
86,5,6,0.5697612762451172,0.11395225524902344,0.09496021270751953
87,5,6,0.6648001670837402,0.13296003341674806,0.11080002784729004
88,5,6,0.5724067687988281,0.11448135375976562,0.09540112813313802
89,5,6,0.5704710483551025,0.1140942096710205,0.09507850805918376
90,5,6,0.6728756427764893,0.13457512855529785,0.11214594046274821
91,5,6,0.5713238716125488,0.11426477432250977,0.09522064526875813
92,5,6,0.6842639446258545,0.1368527889251709,0.11404399077097575
93,5,6,0.5610482692718506,0.11220965385437012,0.09350804487864177
94,5,6,0.5710914134979248,0.11421828269958496,0.09518190224965413
95,5,6,0.6730186939239502,0.13460373878479004,0.11216978232065837
96,5,6,0.5666029453277588,0.11332058906555176,0.09443382422129314
1,5,8,0.7063112258911133,0.14126224517822267,0.08828890323638916
2,5,8,0.610872745513916,0.1221745491027832,0.0763590931892395
3,5,8,0.7070612907409668,0.14141225814819336,0.08838266134262085
4,5,8,0.6235396862030029,0.12470793724060059,0.07794246077537537
5,5,8,0.6255409717559814,0.1251081943511963,0.07819262146949768
6,5,8,0.7135348320007324,0.1427069664001465,0.08919185400009155
7,5,8,0.6053507328033447,0.12107014656066895,0.07566884160041809
8,5,8,0.7019510269165039,0.14039020538330077,0.08774387836456299
9,5,8,0.6090168952941895,0.1218033790588379,0.07612711191177368
10,5,8,0.6041090488433838,0.12082180976867676,0.07551363110542297
11,5,8,0.694535493850708,0.1389070987701416,0.0868169367313385
12,5,8,0.6091392040252686,0.12182784080505371,0.07614240050315857
13,5,8,0.7016005516052246,0.1403201103210449,0.08770006895065308
14,5,8,0.6026649475097656,0.12053298950195312,0.0753331184387207
15,5,8,0.6142933368682861,0.12285866737365722,0.07678666710853577
16,5,8,0.7006378173828125,0.1401275634765625,0.08757972717285156
17,5,8,0.6114850044250488,0.12229700088500976,0.0764356255531311
18,5,8,0.7064292430877686,0.14128584861755372,0.08830365538597107
19,5,8,0.6120922565460205,0.1224184513092041,0.07651153206825256
20,5,8,0.6147322654724121,0.12294645309448242,0.07684153318405151
21,5,8,0.6089479923248291,0.12178959846496581,0.07611849904060364
22,5,8,0.6042828559875488,0.12085657119750977,0.0755353569984436
23,5,8,0.6990382671356201,0.13980765342712403,0.08737978339195251
24,5,8,0.6045191287994385,0.1209038257598877,0.07556489109992981
25,5,8,0.6130359172821045,0.1226071834564209,0.07662948966026306
26,5,8,0.7003793716430664,0.1400758743286133,0.0875474214553833
27,5,8,0.606921911239624,0.1213843822479248,0.075865238904953
28,5,8,0.7037122249603271,0.14074244499206542,0.0879640281200409
29,5,8,0.6108253002166748,0.12216506004333497,0.07635316252708435
30,5,8,0.6065282821655273,0.12130565643310547,0.07581603527069092
31,5,8,0.701453685760498,0.1402907371520996,0.08768171072006226
32,5,8,0.6019413471221924,0.12038826942443848,0.07524266839027405
33,5,8,0.7074782848358154,0.1414956569671631,0.08843478560447693
34,5,8,0.6151518821716309,0.12303037643432617,0.07689398527145386
35,5,8,0.6011667251586914,0.12023334503173828,0.07514584064483643
36,5,8,0.7009832859039307,0.14019665718078614,0.08762291073799133
37,5,8,0.6049485206604004,0.12098970413208007,0.07561856508255005
38,5,8,0.6954596042633057,0.13909192085266114,0.08693245053291321
