step,cells_count,hierarchy_depth,agents_time
183,5,3,2.331568956375122
184,5,3,2.314063787460327
185,5,3,2.311607837677002
186,5,3,2.3293981552124023
187,5,3,2.334690809249878
188,5,3,2.3249166011810303
189,5,3,2.317433834075928
190,5,3,2.300419330596924
191,5,3,2.417762041091919
192,5,3,2.317911148071289
1,5,4,2.3469367027282715
2,5,4,1.6615619659423828
3,5,4,2.373252391815185
4,5,4,2.407412052154541
5,5,4,2.392817258834839
6,5,4,2.485761880874634
7,5,4,2.408754110336304
8,5,4,2.382370710372925
9,5,4,2.369191169738769
10,5,4,2.5142264366149902
11,5,4,2.4433910846710205
12,5,4,2.420659065246582
13,5,4,2.436975240707397
14,5,4,2.4197278022766118
15,5,4,2.406385660171509
16,5,4,2.4006588459014893
17,5,4,2.401808738708496
18,5,4,2.3919997215271
19,5,4,2.5190651416778564
20,5,4,2.381100654602051
21,5,4,2.370858192443848
22,5,4,2.393327474594116
23,5,4,2.3639166355133057
24,5,4,2.391408681869507
25,5,4,2.376391649246216
26,5,4,2.3795766830444336
27,5,4,2.36232590675354
28,5,4,2.3875415325164795
29,5,4,2.410983800888061
30,5,4,2.3961760997772217
31,5,4,2.388579607009888
32,5,4,2.3952925205230717
33,5,4,2.377948522567749
34,5,4,2.3908021450042725
35,5,4,2.4036543369293213
36,5,4,2.376498222351074
37,5,4,2.371330976486206
38,5,4,2.389168500900269
39,5,4,2.3726515769958496
40,5,4,2.376098871231079
41,5,4,2.412635803222656
42,5,4,2.4200243949890137
43,5,4,2.369630813598633
44,5,4,2.423945903778076
45,5,4,2.379807949066162
46,5,4,2.3975391387939453
47,5,4,2.404785394668579
48,5,4,2.3964719772338867
49,5,4,2.4029486179351807
50,5,4,2.3821451663970947
51,5,4,2.38110899925232
52,5,4,2.391695261001587
53,5,4,2.414106130599976
54,5,4,2.3749380111694336
55,5,4,2.4288430213928223
56,5,4,2.383873701095581
57,5,4,2.3873729705810547
58,5,4,2.37780237197876
59,5,4,2.385199785232544
60,5,4,2.3657171726226807
61,5,4,2.499952793121338
62,5,4,2.3811519145965576
63,5,4,2.392598390579224
64,5,4,2.424942970275879
65,5,4,2.3853530883789062
66,5,4,2.371506929397583
67,5,4,2.3597183227539062
68,5,4,2.375540256500244
69,5,4,2.419013261795044
70,5,4,2.421595811843872
71,5,4,2.419178009033203
72,5,4,2.386436700820923
73,5,4,2.393425226211548
74,5,4,2.3795394897460938
75,5,4,2.407705307006836
76,5,4,2.3704264163970947
77,5,4,2.4357712268829346
78,5,4,2.365896463394165
79,5,4,2.366633653640747
80,5,4,2.374800443649292
81,5,4,2.398455619812012
82,5,4,2.400540590286255
83,5,4,2.402062177658081
84,5,4,2.375893831253052
85,5,4,2.363576412200928
86,5,4,2.3829493522644043
87,5,4,2.3850605487823486
88,5,4,2.421616315841675
89,5,4,2.468225240707397
90,5,4,2.396653652191162
91,5,4,2.382028579711914
92,5,4,2.4021546840667725
93,5,4,2.410182476043701
94,5,4,2.395432710647583
95,5,4,2.420737266540528
96,5,4,2.37801456451416
97,5,4,2.38946270942688
98,5,4,2.477595329284668
99,5,4,2.373506784439087
100,5,4,2.364731550216675
101,5,4,2.3773488998413086
102,5,4,2.394073486328125
103,5,4,2.392552614212036
104,5,4,2.4020557403564453
105,5,4,2.374505043029785
106,5,4,2.3936126232147217
107,5,4,2.3542068004608154
108,5,4,2.3461687564849854
109,5,4,2.386702060699463
110,5,4,2.3740830421447754
111,5,4,2.374584436416626
112,5,4,2.447176456451416
113,5,4,2.404886484146118
114,5,4,2.4108645915985107
115,5,4,2.3419277667999268
116,5,4,2.364335775375366
117,5,4,2.3893511295318604
118,5,4,2.380596876144409
119,5,4,2.362288236618042
120,5,4,2.417471170425415
121,5,4,2.503756046295166
122,5,4,2.4003610610961914
123,5,4,2.373218774795532
124,5,4,2.450110673904419
125,5,4,2.37325119972229
126,5,4,2.3759748935699463
127,5,4,2.439913749694824
128,5,4,2.410094738006592
129,5,4,2.4206109046936035
130,5,4,2.524869680404663
131,5,4,2.414607048034668
132,5,4,2.423048734664917
133,5,4,2.399968147277832
134,5,4,2.4141688346862797
135,5,4,2.444734573364258
136,5,4,2.4170949459075928
137,5,4,2.4246113300323486
138,5,4,2.395625352859497
139,5,4,2.471532821655273
140,5,4,2.3872578144073486
141,5,4,2.357817411422729
142,5,4,2.521484136581421
143,5,4,2.359628200531006
144,5,4,2.3671154975891118
145,5,4,2.3935561180114746
146,5,4,2.3603343963623047
147,5,4,2.376511335372925
148,5,4,2.4639878273010254
149,5,4,2.3648483753204346
150,5,4,2.372713565826416
151,5,4,2.3564743995666504
152,5,4,2.507797241210937
153,5,4,2.357844829559326
154,5,4,2.411412000656128
155,5,4,2.380967855453491
156,5,4,2.472454786300659
157,5,4,2.421086311340332
158,5,4,2.368792057037353
159,5,4,2.4133753776550293
160,5,4,2.42230486869812
161,5,4,2.390559196472168
162,5,4,2.40303897857666
163,5,4,2.4080374240875244
164,5,4,2.411921977996826
165,5,4,2.379256248474121
166,5,4,2.4692916870117188
167,5,4,2.36018180847168
168,5,4,2.4805500507354736
169,5,4,2.385077953338623
170,5,4,2.433427333831787
171,5,4,2.368864059448242
172,5,4,2.3571419715881348
173,5,4,2.374963998794556
174,5,4,2.391566753387451
175,5,4,2.4027132987976074
176,5,4,2.38293981552124
177,5,4,2.3845560550689697
178,5,4,2.532543420791626
179,5,4,2.3724372386932373
180,5,4,2.528323173522949
181,5,4,2.3881964683532715
182,5,4,2.3655753135681152
183,5,4,2.361013650894165
184,5,4,2.383049726486206
185,5,4,2.390120267868042
186,5,4,2.374589204788208
187,5,4,2.395874261856079
188,5,4,2.3757879734039307
189,5,4,2.357825994491577
190,5,4,2.3651931285858154
191,5,4,2.36934494972229
192,5,4,2.415686845779419
1,5,4,2.3365232944488525
2,5,4,1.6436314582824707
3,5,4,2.358922004699707
4,5,4,2.394384384155273
5,5,4,2.4043540954589844
6,5,4,2.377889633178711
7,5,4,2.3683698177337646
8,5,4,2.3717851638793945
9,5,4,2.417863130569458
10,5,4,2.3621368408203125
11,5,4,2.384871006011963
12,5,4,2.407005071640014
13,5,4,2.3695456981658936
14,5,4,2.500012159347534
15,5,4,2.380189895629883
16,5,4,2.378945827484131
17,5,4,2.375087022781372
18,5,4,2.4255053997039795
19,5,4,2.400402784347534
20,5,4,2.358529806137085
21,5,4,2.377432107925415
22,5,4,2.400346279144287
23,5,4,2.521103858947754
24,5,4,2.434811353683472
25,5,4,2.405649185180664
26,5,4,2.411428451538086
27,5,4,2.419985055923462
28,5,4,2.38769006729126
29,5,4,2.4454033374786377
30,5,4,2.4255526065826416
31,5,4,2.406371116638184
32,5,4,2.369246006011963
33,5,4,2.367682218551636
34,5,4,2.404606819152832
35,5,4,2.378793239593506
36,5,4,2.4250926971435547
37,5,4,2.412806272506714
38,5,4,2.415886640548706
39,5,4,2.4078400135040283
40,5,4,2.393326759338379
41,5,4,2.411050796508789
42,5,4,2.386707067489624
43,5,4,2.3951358795166016
44,5,4,2.438226222991944
45,5,4,2.471738576889038
46,5,4,2.393979549407959
47,5,4,2.4061830043792725
48,5,4,2.447107553482056
49,5,4,2.4066524505615234
50,5,4,2.420276403427124
51,5,4,2.431687831878662
52,5,4,2.422205686569214
53,5,4,2.4440741539001465
54,5,4,2.466420412063598
55,5,4,2.5438714027404785
56,5,4,2.4399280548095703
57,5,4,2.4736287593841557
58,5,4,2.453789472579956
59,5,4,2.416008949279785
60,5,4,2.4302401542663574
61,5,4,2.4288430213928223
62,5,4,2.4182822704315186
63,5,4,2.3786370754241943
64,5,4,2.385732412338257
65,5,4,2.3866236209869385
66,5,4,2.3998594284057617
67,5,4,2.4150490760803223
68,5,4,2.4120867252349854
69,5,4,2.401087760925293
70,5,4,2.4307727813720703
71,5,4,2.3830373287200928
72,5,4,2.5269885063171387
73,5,4,2.4030654430389404
74,5,4,2.3710806369781494
75,5,4,2.3658220767974854
76,5,4,2.4992945194244385
77,5,4,2.38703727722168
78,5,4,2.406144857406616
79,5,4,2.3783466815948486
80,5,4,2.511922597885132
81,5,4,2.443781852722168
82,5,4,2.4481356143951416
83,5,4,2.3853280544281006
84,5,4,2.5257787704467773
85,5,4,2.398381471633911
86,5,4,2.381913185119629
87,5,4,2.4074366092681885
88,5,4,2.478012800216675
89,5,4,2.408114433288574
90,5,4,2.376814365386963
91,5,4,2.378815174102783
92,5,4,2.535177230834961
93,5,4,2.406601667404175
94,5,4,2.413710117340088
95,5,4,2.4116246700286865
96,5,4,2.4990170001983643
97,5,4,2.4019076824188232
98,5,4,2.4061591625213623
99,5,4,2.357470750808716
100,5,4,2.486722469329834
101,5,4,2.383253812789917
102,5,4,2.381019353866577
103,5,4,2.419332981109619
104,5,4,2.5052173137664795
105,5,4,2.3874168395996094
106,5,4,2.411904573440552
107,5,4,2.37741494178772
108,5,4,2.5127062797546387
109,5,4,2.3691961765289307
110,5,4,2.404536247253418
111,5,4,2.3888981342315674
112,5,4,2.476734161376953
113,5,4,2.382723093032837
114,5,4,2.3739774227142334
115,5,4,2.380087614059448
116,5,4,2.508016586303711
117,5,4,2.4138123989105225
118,5,4,2.3994698524475098
119,5,4,2.3751778602600098
120,5,4,2.4876832962036133
121,5,4,2.3651394844055176
122,5,4,2.368356466293335
123,5,4,2.381133556365967
124,5,4,2.5087616443634038
125,5,4,2.399106979370117
126,5,4,2.420811414718628
127,5,4,2.3980631828308105
128,5,4,2.498776197433472
129,5,4,2.4213531017303467
130,5,4,2.3725578784942627
131,5,4,2.381921529769897
132,5,4,2.481954336166382
133,5,4,2.372709989547729
134,5,4,2.366538524627685
135,5,4,2.371173858642578
136,5,4,2.492093563079834
137,5,4,2.357820510864258
138,5,4,2.400913953781128
139,5,4,2.3945343494415283
140,5,4,2.5234081745147705
141,5,4,2.42603611946106
142,5,4,2.363978862762451
143,5,4,2.3863022327423096
144,5,4,2.3968429565429688
145,5,4,2.372788667678833
146,5,4,2.4047787189483643
147,5,4,2.4105498790740967
148,5,4,2.3948540687561035
149,5,4,2.3972184658050537
150,5,4,2.4114460945129395
151,5,4,2.4126415252685547
152,5,4,2.398864507675171
153,5,4,2.422430515289306
154,5,4,2.3777546882629395
155,5,4,2.41933274269104
156,5,4,2.4996871948242188
157,5,4,2.3944971561431885
158,5,4,2.392076015472412
159,5,4,2.3992602825164795
160,5,4,2.3782660961151123
161,5,4,2.3969783782958984
162,5,4,2.379474401473999
163,5,4,2.376163959503174
164,5,4,2.3720223903656006
165,5,4,2.370246410369873
166,5,4,2.3763539791107178
167,5,4,2.407357215881348
168,5,4,2.401710271835327
169,5,4,2.417766571044922
170,5,4,2.388388633728028
171,5,4,2.3648698329925537
172,5,4,2.3703441619873047
173,5,4,2.375972270965576
174,5,4,2.360128402709961
175,5,4,2.381391763687134
176,5,4,2.3919014930725098
177,5,4,2.3615853786468506
178,5,4,2.3953678607940674
179,5,4,2.4574103355407715
180,5,4,2.4112515449523926
181,5,4,2.3930201530456543
182,5,4,2.39175796508789
183,5,4,2.3661670684814453
184,5,4,2.372370719909668
185,5,4,2.411613941192627
186,5,4,2.518315315246582
187,5,4,2.402697801589966
188,5,4,2.397279977798462
189,5,4,2.387822389602661
190,5,4,2.382754325866699
191,5,4,2.3873322010040283
192,5,4,2.406096935272217
1,5,4,2.320504903793335
2,5,4,1.6596102714538574
3,5,4,2.355649471282959
4,5,4,2.3457393646240234
5,5,4,2.392589569091797
6,5,4,2.476468563079834
7,5,4,2.388094663619995
8,5,4,2.392896890640259
9,5,4,2.380213022232056
10,5,4,2.3513741493225098
11,5,4,2.410520553588867
12,5,4,2.3522300720214844
13,5,4,2.360922813415528
14,5,4,2.3998539447784424
15,5,4,2.4846434593200684
16,5,4,2.3648202419281006
17,5,4,2.3570847511291504
18,5,4,2.39316987991333
19,5,4,2.3880534172058105
20,5,4,2.3752474784851074
21,5,4,2.372568368911743
22,5,4,2.401447296142578
23,5,4,2.358569383621216
24,5,4,2.355364322662353
25,5,4,2.390681028366089
26,5,4,2.4084131717681885
27,5,4,2.408407688140869
28,5,4,2.442542791366577
29,5,4,2.4253194332122803
30,5,4,2.401477813720703
31,5,4,2.3993029594421387
32,5,4,2.36344313621521
33,5,4,2.356154680252075
34,5,4,2.3614847660064697
35,5,4,2.3463022708892822
36,5,4,2.38201117515564
37,5,4,2.343329668045044
38,5,4,2.3912718296051025
39,5,4,2.414102077484131
40,5,4,2.3959946632385254
41,5,4,2.3923211097717285
42,5,4,2.3475849628448486
43,5,4,2.35798454284668
44,5,4,2.401694774627685
45,5,4,2.381699085235596
46,5,4,2.356045722961426
47,5,4,2.428839921951294
48,5,4,2.4128427505493164
49,5,4,2.3903355598449707
50,5,4,2.390756845474243
51,5,4,2.409046173095703
52,5,4,2.3512966632843018
53,5,4,2.343979835510254
54,5,4,2.3502862453460693
55,5,4,2.364096641540528
56,5,4,2.39737606048584
57,5,4,2.491170883178711
58,5,4,2.362576484680176
59,5,4,2.3955423831939697
60,5,4,2.4334380626678467
61,5,4,2.391502618789673
62,5,4,2.368122339248657
63,5,4,2.3491809368133545
64,5,4,2.3677902221679688
65,5,4,2.36464786529541
66,5,4,2.3820807933807373
67,5,4,2.3915610313415527
68,5,4,2.399071216583252
69,5,4,2.380673885345459
70,5,4,2.370344638824463
71,5,4,2.413475751876831
72,5,4,2.356728792190552
73,5,4,2.3517749309539795
74,5,4,2.360964059829712
75,5,4,2.391928195953369
76,5,4,2.398327589035034
77,5,4,2.3933417797088623
78,5,4,2.394229888916016
79,5,4,2.5215985774993896
80,5,4,2.380542516708374
81,5,4,2.3975605964660645
82,5,4,2.3498494625091557
83,5,4,2.38468599319458
84,5,4,2.413982629776001
85,5,4,2.434851884841919
86,5,4,2.399325132369995
87,5,4,2.434222936630249
88,5,4,2.37992000579834
89,5,4,2.3935272693634038
90,5,4,2.442687749862671
91,5,4,2.44284987449646
92,5,4,2.4181692600250244
93,5,4,2.463348865509033
94,5,4,2.456690549850464
95,5,4,2.454152822494507
96,5,4,2.424318552017212
97,5,4,2.385756492614746
98,5,4,2.3633060455322266
99,5,4,2.481178998947144
100,5,4,2.376847743988037
101,5,4,2.4302377700805664
102,5,4,2.416568756103516
103,5,4,2.409285068511963
104,5,4,2.4044642448425293
105,5,4,2.3857362270355225
106,5,4,2.378795862197876
107,5,4,2.394387006759644
108,5,4,2.5013082027435303
109,5,4,2.422237634658813
110,5,4,2.3978328704833984
111,5,4,2.36856746673584
112,5,4,2.3704700469970703
113,5,4,2.3592565059661865
114,5,4,2.3594086170196533
115,5,4,2.362411499023437
116,5,4,2.3866333961486816
117,5,4,2.391599178314209
118,5,4,2.3963370323181152
119,5,4,2.400609016418457
120,5,4,2.3645477294921875
121,5,4,2.405571222305298
122,5,4,2.381378650665283
123,5,4,2.404057264328003
124,5,4,2.372549057006836
125,5,4,2.4895176887512207
126,5,4,2.3639206886291504
127,5,4,2.416156530380249
128,5,4,2.38803768157959
129,5,4,2.39844274520874
130,5,4,2.385038137435913
131,5,4,2.351583957672119
132,5,4,2.372628688812256
133,5,4,2.353891134262085
134,5,4,2.413934230804444
135,5,4,2.383133888244629
136,5,4,2.3974874019622803
137,5,4,2.352012872695923
138,5,4,2.356862068176269
139,5,4,2.360325813293457
140,5,4,2.390728235244751
141,5,4,2.384611129760742
142,5,4,2.38926362991333
143,5,4,2.421316623687744
144,5,4,2.413530111312866
145,5,4,2.3976409435272217
146,5,4,2.3599374294281006
147,5,4,2.352487802505493
148,5,4,2.446229696273804
149,5,4,2.3634347915649414
150,5,4,2.3493099212646484
151,5,4,2.373340368270874
152,5,4,2.4910004138946533
153,5,4,2.3794045448303223
154,5,4,2.391040563583374
155,5,4,2.371511697769165
156,5,4,2.461319923400879
157,5,4,2.363898038864136
158,5,4,2.356966495513916
159,5,4,2.3911352157592773
160,5,4,2.407658338546753
161,5,4,2.3885231018066406
162,5,4,2.4029247760772705
163,5,4,2.418130397796631
164,5,4,2.448718786239624
165,5,4,2.4220447540283203
166,5,4,2.5295748710632324
167,5,4,2.4306342601776123
168,5,4,2.498132705688477
169,5,4,2.364196300506592
170,5,4,2.368028402328491
171,5,4,2.3909969329833984
172,5,4,2.380239248275757
173,5,4,2.384341239929199
174,5,4,2.416280031204224
175,5,4,2.3909385204315186
176,5,4,2.3901140689849854
177,5,4,2.3791041374206543
178,5,4,2.4680488109588623
179,5,4,2.3766062259674072
180,5,4,2.4727001190185547
181,5,4,2.453655242919922
182,5,4,2.4185619354248047
183,5,4,2.3935017585754395
184,5,4,2.403834581375122
185,5,4,2.4278488159179688
186,5,4,2.421750783920288
187,5,4,2.4121482372283936
188,5,4,2.3940298557281494
189,5,4,2.3677897453308105
190,5,4,2.3568994998931885
191,5,4,2.359178066253662
192,5,4,2.3534834384918213
1,5,4,2.318941831588745
2,5,4,1.660681962966919
3,5,4,2.343029260635376
4,5,4,2.3559889793396
5,5,4,2.3366549015045166
6,5,4,2.3499884605407715
7,5,4,2.33936619758606
8,5,4,2.37209153175354
9,5,4,2.351032495498657
10,5,4,2.380570888519287
11,5,4,2.345547676086426
12,5,4,2.4549243450164795
13,5,4,2.387277126312256
14,5,4,2.3761637210845947
15,5,4,2.349998712539673
16,5,4,2.3295047283172607
17,5,4,2.367884874343872
18,5,4,2.3508918285369877
19,5,4,2.3699865341186523
20,5,4,2.370507001876831
21,5,4,2.492963552474976
22,5,4,2.361693382263184
23,5,4,2.364037275314331
24,5,4,2.3761954307556152
25,5,4,2.3630383014678955
26,5,4,2.370906114578247
27,5,4,2.361538410186768
28,5,4,2.3777647018432617
29,5,4,2.41870379447937
30,5,4,2.3889317512512207
31,5,4,2.363849639892578
32,5,4,2.3653156757354736
33,5,4,2.396907091140747
34,5,4,2.3593811988830566
35,5,4,2.3590409755706787
36,5,4,2.3453192710876465
37,5,4,2.378765344619751
38,5,4,2.33973240852356
39,5,4,2.388214588165283
40,5,4,2.378310441970825
41,5,4,2.392746925354004
42,5,4,2.356865644454956
43,5,4,2.379185914993286
44,5,4,2.375515937805176
45,5,4,2.3348333835601807
46,5,4,2.336031675338745
47,5,4,2.3649630546569824
48,5,4,2.332500457763672
49,5,4,2.342066526412964
50,5,4,2.3895013332366943
51,5,4,2.347043752670288
52,5,4,2.3889968395233154
53,5,4,2.5169501304626465
54,5,4,2.354681968688965
55,5,4,2.349217414855957
56,5,4,2.3810200691223145
57,5,4,2.379758596420288
58,5,4,2.3666577339172363
59,5,4,2.390310049057007
60,5,4,2.361037015914917
61,5,4,2.3948917388916016
62,5,4,2.337980031967163
63,5,4,2.351222038269043
64,5,4,2.377866506576538
65,5,4,2.332606554031372
66,5,4,2.392695188522339
67,5,4,2.3734872341156006
68,5,4,2.3651018142700195
69,5,4,2.379521131515503
70,5,4,2.3916215896606445
71,5,4,2.4038240909576416
72,5,4,2.399268388748169
73,5,4,2.401509523391724
74,5,4,2.349364757537842
75,5,4,2.361079454421997
76,5,4,2.3727774620056152
77,5,4,2.370897054672241
78,5,4,2.352431297302246
79,5,4,2.430433750152588
80,5,4,2.367215394973755
81,5,4,2.482611656188965
82,5,4,2.369987726211548
83,5,4,2.3613150119781494
84,5,4,2.3577139377593994
85,5,4,2.3444669246673584
86,5,4,2.361264944076538
87,5,4,2.383047580718994
88,5,4,2.3631951808929443
89,5,4,2.3628268241882324
90,5,4,2.490847587585449
91,5,4,2.3764593601226807
92,5,4,2.3993895053863525
93,5,4,2.4083681106567383
94,5,4,2.382332324981689
95,5,4,2.3975377082824707
96,5,4,2.393632650375366
97,5,4,2.378950595855713
98,5,4,2.359424829483032
99,5,4,2.3464412689208984
100,5,4,2.3635144233703613
101,5,4,2.474943161010742
102,5,4,2.3898861408233643
103,5,4,2.3706839084625244
104,5,4,2.3469507694244385
105,5,4,2.340768814086914
106,5,4,2.3977391719818115
107,5,4,2.361773729324341
108,5,4,2.376872539520264
109,5,4,2.3647823333740234
110,5,4,2.458737134933472
111,5,4,2.370220899581909
112,5,4,2.377617359161377
113,5,4,2.3946852684021
114,5,4,2.382956027984619
115,5,4,2.3702502250671387
116,5,4,2.3853795528411865
117,5,4,2.3930397033691406
118,5,4,2.389936923980713
119,5,4,2.398231267929077
120,5,4,2.398205041885376
121,5,4,2.3465983867645264
122,5,4,2.3567681312561035
123,5,4,2.386587858200073
124,5,4,2.376415729522705
125,5,4,2.373521327972412
126,5,4,2.348726272583008
127,5,4,2.474327564239502
128,5,4,2.357900857925415
129,5,4,2.4172558784484863
130,5,4,2.3543896675109863
131,5,4,2.422259330749512
132,5,4,2.401592493057251
133,5,4,2.401981830596924
134,5,4,2.4284136295318604
135,5,4,2.453857898712158
136,5,4,2.4886176586151123
137,5,4,2.44626259803772
138,5,4,2.3696181774139404
139,5,4,2.356619119644165
140,5,4,2.3812291622161865
141,5,4,2.362273693084717
142,5,4,2.424301147460937
143,5,4,2.376044511795044
144,5,4,2.3422417640686035
145,5,4,2.4106714725494385
146,5,4,2.385220766067505
147,5,4,2.3626415729522705
148,5,4,2.39801025390625
149,5,4,2.3782331943511963
150,5,4,2.4135637283325195
151,5,4,2.3502860069274902
152,5,4,2.338064670562744
153,5,4,2.350877285003662
154,5,4,2.335599422454834
155,5,4,2.334974527359009
156,5,4,2.348629713058472
157,5,4,2.4814376831054688
158,5,4,2.4318342208862305
159,5,4,2.395704746246338
160,5,4,2.414241313934326
161,5,4,2.3851380348205566
162,5,4,2.380859375
163,5,4,2.379175901412964
164,5,4,2.390279531478882
165,5,4,2.3987350463867188
166,5,4,2.4023330211639404
167,5,4,2.422241449356079
168,5,4,2.520698070526123
169,5,4,2.383919477462769
170,5,4,2.436275005340576
171,5,4,2.383147716522217
172,5,4,2.425836563110352
173,5,4,2.4110469818115234
174,5,4,2.379238605499268
175,5,4,2.3867979049682617
176,5,4,2.4153549671173096
177,5,4,2.3834891319274902
178,5,4,2.509886741638184
179,5,4,2.3841609954833984
180,5,4,2.514209985733032
181,5,4,2.416145086288452
182,5,4,2.4508063793182373
183,5,4,2.4734251499176025
184,5,4,2.463584423065185
185,5,4,2.464420795440674
186,5,4,2.477076292037964
187,5,4,2.415029287338257
188,5,4,2.441200494766236
189,5,4,2.4437763690948486
190,5,4,2.4314723014831543
191,5,4,2.437822103500366
192,5,4,2.43353533744812
1,5,4,2.37155818939209
2,5,4,1.6186840534210205
3,5,4,2.3429243564605717
4,5,4,2.344427585601806
5,5,4,2.359904766082764
6,5,4,2.348763465881348
7,5,4,2.41180157661438
8,5,4,2.40424919128418
9,5,4,2.4109549522399902
10,5,4,2.418517589569092
11,5,4,2.3974382877349854
12,5,4,2.535090923309326
13,5,4,2.4032962322235107
14,5,4,2.393277406692505
15,5,4,2.3873698711395264
16,5,4,2.3936033248901367
17,5,4,2.3820276260375977
18,5,4,2.4137532711029053
19,5,4,2.391873836517334
20,5,4,2.348942279815674
21,5,4,2.4589593410491943
22,5,4,2.355816125869751
23,5,4,2.379150152206421
24,5,4,2.37857437133789
25,5,4,2.411728858947754
26,5,4,2.3537659645080566
27,5,4,2.349159479141236
28,5,4,2.4111874103546143
29,5,4,2.3457272052764893
30,5,4,2.402443647384644
31,5,4,2.352801561355591
32,5,4,2.365126848220825
33,5,4,2.348489284515381
34,5,4,2.391955852508545
35,5,4,2.374186992645264
36,5,4,2.378725051879883
37,5,4,2.38965916633606
38,5,4,2.394954204559326
39,5,4,2.3925440311431885
40,5,4,2.382606267929077
41,5,4,2.359074354171753
42,5,4,2.3550047874450684
43,5,4,2.3638484477996826
44,5,4,2.3691906929016118
45,5,4,2.3582324981689453
46,5,4,2.341789960861206
47,5,4,2.3489811420440674
48,5,4,2.34241795539856
49,5,4,2.350904941558838
50,5,4,2.36045241355896
51,5,4,2.402822494506836
52,5,4,2.388950824737549
53,5,4,2.4766509532928467
54,5,4,2.381298542022705
55,5,4,2.415708541870117
56,5,4,2.4160218238830566
57,5,4,2.43073844909668
58,5,4,2.4194843769073486
59,5,4,2.4175853729248047
60,5,4,2.389896869659424
61,5,4,2.3985111713409424
62,5,4,2.3676979541778564
63,5,4,2.396180391311645
64,5,4,2.386664628982544
65,5,4,2.362366914749145
66,5,4,2.3938684463500977
67,5,4,2.3650410175323486
68,5,4,2.390972375869751
69,5,4,2.358434200286865
70,5,4,2.44647479057312
71,5,4,2.3632736206054688
72,5,4,2.362078905105591
73,5,4,2.3674802780151367
74,5,4,2.3585665225982666
75,5,4,2.38252329826355
76,5,4,2.3973875045776367
77,5,4,2.4325382709503174
78,5,4,2.408942937850952
79,5,4,2.400869846343994
80,5,4,2.389019250869751
81,5,4,2.502345323562622
82,5,4,2.369318962097168
83,5,4,2.4183390140533447
84,5,4,2.3702104091644287
85,5,4,2.387489080429077
86,5,4,2.356492519378662
87,5,4,2.370983123779297
88,5,4,2.359386920928955
89,5,4,2.363614082336426
90,5,4,2.461698293685913
91,5,4,2.3638901710510254
92,5,4,2.373528957366944
93,5,4,2.365391731262207
94,5,4,2.342036485671997
95,5,4,2.359945774078369
96,5,4,2.36600112915039
97,5,4,2.417255163192749
98,5,4,2.3863306045532227
99,5,4,2.3671023845672607
100,5,4,2.367037534713745
101,5,4,2.471802234649658
102,5,4,2.415447235107422
103,5,4,2.408956527709961
104,5,4,2.423470497131348
105,5,4,2.371213912963867
106,5,4,2.381071090698242
107,5,4,2.4272265434265137
108,5,4,2.433621406555176
109,5,4,2.378206729888916
110,5,4,2.488330841064453
111,5,4,2.4079158306121826
112,5,4,2.388976812362671
113,5,4,2.4058940410614014
114,5,4,2.383723258972168
115,5,4,2.3536300659179688
116,5,4,2.4319546222686768
117,5,4,2.411555290222168
118,5,4,2.4125144481658936
119,5,4,2.399564743041992
120,5,4,2.449239730834961
121,5,4,2.375213623046875
122,5,4,2.3664000034332275
123,5,4,2.358832359313965
124,5,4,2.3754053115844727
125,5,4,2.3762457370758057
126,5,4,2.3880045413970947
127,5,4,2.4750218391418457
128,5,4,2.354863405227661
129,5,4,2.3788509368896484
130,5,4,2.374600648880005
131,5,4,2.372620820999145
132,5,4,2.3481369018554688
133,5,4,2.3702681064605717
134,5,4,2.375462532043457
135,5,4,2.3552942276000977
136,5,4,2.374717950820923
137,5,4,2.339268207550049
138,5,4,2.34680724143982
139,5,4,2.394254446029663
140,5,4,2.3399057388305664
141,5,4,2.4039840698242188
142,5,4,2.37857723236084
143,5,4,2.393864154815674
144,5,4,2.3384487628936768
145,5,4,2.3682897090911865
146,5,4,2.367095708847046
147,5,4,2.3623595237731934
148,5,4,2.3837618827819824
149,5,4,2.35708236694336
150,5,4,2.3721799850463867
151,5,4,2.374507188796997
152,5,4,2.5192806720733643
153,5,4,2.365928888320923
154,5,4,2.457899808883667
155,5,4,2.373764514923096
156,5,4,2.390231132507324
157,5,4,2.3871986865997314
158,5,4,2.3480944633483887
159,5,4,2.3700621128082275
160,5,4,2.361039638519287
161,5,4,2.3760416507720947
162,5,4,2.388683795928955
163,5,4,2.370728015899658
164,5,4,2.3975155353546143
165,5,4,2.4144062995910645
166,5,4,2.4092447757720947
167,5,4,2.364459753036499
168,5,4,2.3897218704223637
169,5,4,2.3654589653015137
170,5,4,2.3918514251708984
171,5,4,2.561565637588501
172,5,4,2.4748528003692627
173,5,4,2.467088460922241
174,5,4,2.413785457611084
175,5,4,2.4360287189483643
176,5,4,2.4063522815704346
177,5,4,2.4268860816955566
178,5,4,2.4068150520324707
179,5,4,2.363411903381348
180,5,4,2.368764162063598
181,5,4,2.3687212467193604
182,5,4,2.403115510940552
183,5,4,2.4039764404296875
184,5,4,2.395411491394043
185,5,4,2.3578641414642334
186,5,4,2.392578363418579
187,5,4,2.41576623916626
188,5,4,2.5370938777923584
189,5,4,2.4077746868133545
190,5,4,2.3590664863586426
191,5,4,2.371001720428467
192,5,4,2.399235248565674
