cells_count,hierarchy_depth,sim_time
25,9,4821.793829202652
25,9,4877.657917976379
25,9,4813.390081882477
25,9,4816.498045921326
25,9,4847.741995811462
25,10,4997.623241901398
25,10,5003.3139753341675
25,10,5053.250731229782
25,10,5035.306094646454
25,10,5028.069407939911
30,1,5309.812185287476
30,1,5300.556525468826
30,1,5302.2203097343445
30,1,5271.371745824814
30,1,5278.554974555969
30,2,5085.493317127228
30,2,5098.587465763092
30,2,5083.449256181717
30,2,5105.604427099228
30,2,5106.500609397888
30,3,5231.026328325272
30,3,5119.471661329269
30,3,5162.23287653923
30,3,5151.637712478638
30,3,5131.385819911957
30,4,5297.154716491699
30,4,5299.0708248615265
30,4,5333.851026535034
30,4,5297.604293346405
30,4,5381.726319074631
30,5,5459.277766942978
30,5,5479.87967300415
30,5,5429.465362071991
30,5,5486.040974617004
30,5,5468.673574209213
30,6,5730.600246429443
30,6,5706.496614456177
30,6,5654.9431693553925
30,6,5611.776455163956
30,6,5754.224756240845
30,7,5850.7129056453705
30,7,5868.43231678009
30,7,5925.702769994736
30,7,5872.616546392441
30,7,5970.248153448105
30,8,6033.499343633652
30,8,6094.118758201599
30,8,6082.50452041626
30,8,6053.8957579135895
30,8,6089.575856924057
30,9,6307.2782990932465
30,9,6277.053643703461
30,9,6281.0391409397125
30,9,6174.572124958038
30,9,6211.269142866135
30,10,6408.697389125824
30,10,6481.922051906586
30,10,6448.367024421692
30,10,6374.768160820007
30,10,6462.617565393448
35,1,6509.295685052872
35,1,6505.612415552139
35,1,6501.063171386719
35,1,6432.298493146896
35,1,6483.430990695953
35,2,6259.073262453079
35,2,6305.8327441215515
35,2,6296.952784061432
35,2,6279.979236841202
35,2,6222.017220020294
35,3,6360.369052886963
35,3,6343.169005155563
35,3,6385.173542976379
35,3,6396.279896974564
35,3,6443.7637712955475
35,4,6553.989574670792
35,4,6574.5335302352905
35,4,6633.9393808841705
35,4,6563.8015723228455
35,4,6556.718019485474
35,5,6777.62250828743
35,5,6794.9939222335815
35,5,6778.022047758102
35,5,6837.415148735046
35,5,6919.73613858223
35,6,6991.5385999679565
35,6,7041.614573717117
35,6,6996.512678146362
35,6,6957.336460113525
35,6,6975.986721754074
35,7,7268.628670692444
35,7,7242.498781681061
35,7,7234.8429074287415
35,7,7344.025618314743
35,7,7333.899252176285
35,8,7553.221276044846
35,8,7511.766053915024
35,8,7524.831379890442
35,8,7504.880219459534
35,8,7534.246923923492
35,9,7787.379710197449
35,9,7769.321593046188
35,9,7808.280858039856
35,9,7837.387218236923
35,9,7742.656146526337
35,10,7978.913161277771
35,10,8058.689354419708
35,10,8049.880626440048
35,10,7981.684100389481
35,10,8079.205724000931
40,1,7910.719883441925
40,1,7955.166368961334
40,1,7971.175805807114
40,1,8045.487250804901
40,1,8035.581336259842
40,2,7685.733091831207
40,2,7749.942124843597
40,2,7679.700721502304
40,2,7745.327054738998
40,2,7771.734092712402
40,3,7892.014620304108
40,3,7994.67850279808
40,3,7933.593898296356
40,3,7896.6390154361725
40,3,7916.23673248291
40,4,8185.82905960083
40,4,8104.545942783356
40,4,8182.807891368866
40,4,8152.309050798416
40,4,8139.556432008743
40,5,8410.021548748016
40,5,8351.308413505554
40,5,8404.246740341187
40,5,8463.421397924423
40,5,8350.694068431854
40,6,8791.826124191284
40,6,8641.956009864807
40,6,8942.471821784973
40,6,9591.704035520554
40,6,9539.035408258438
40,7,9786.897026062012
40,7,9761.75978922844
40,7,9776.285638093948
40,7,9832.50432896614
40,7,9773.749231100082
40,8,10042.455868244171
40,8,9673.856768608093
40,8,9875.127890825272
40,8,9799.778591632843
40,8,9376.033402204514
40,9,10023.65006685257
40,9,9692.999255895615
40,9,10059.291756629944
40,9,10122.43323302269
40,9,10114.588650941849
40,10,10092.11032652855
40,10,10119.552505970001
40,10,10036.31450676918
40,10,10203.551500082016
40,10,9934.600479602814
45,1,9653.625049114227
45,1,9665.553880214691
45,1,9631.94173526764
45,1,9921.42171549797
45,1,9684.465994596481
45,2,9345.34783744812
45,2,9396.432346343994
45,2,9447.367518663406
45,2,9419.669250965118
45,2,9422.748445510864
45,3,9658.14108991623
45,3,9534.88425898552
45,3,9600.659143686295
45,3,9511.783299684525
45,3,9605.090023040771
45,4,9886.830103874207
45,4,9770.641962766647
45,4,9899.768112897873
45,4,9791.629222631454
45,4,9783.069679737091
45,5,10257.72196507454
45,5,10127.116845846176
45,5,10160.30452656746
45,5,10162.832400083542
45,5,10187.800943136215
45,6,10542.35300397873
45,6,10510.051364183426
45,6,10667.229878902435
45,6,10711.424571990967
45,6,10615.275683641434
45,7,10893.214963674545
45,7,10920.67840719223
45,7,10891.51490354538
45,7,10931.064955234528
45,7,10980.426442146301
45,8,11460.325865507126
45,8,11248.617445468903
45,8,11303.191586494446
45,8,11264.47436094284
45,8,11267.958347082138
45,9,11718.860533714294
45,9,11687.55234336853
45,9,11721.977761268616
45,9,11790.894717693329
45,9,11697.91191458702
45,10,12189.782593488693
45,10,12115.962379217148
45,10,12057.609016895294
45,10,12134.137562036514
45,10,12160.070441007614
50,1,5256.645018577576
50,1,5240.8481295108795
50,1,5297.293094873428
50,1,5257.074591875076
50,1,5235.191650390625
50,2,5156.579454421997
50,2,5140.735911846161
50,2,5145.363815069199
50,2,5164.806184053421
50,2,5130.061874628067
50,3,5329.314544916153
50,3,5246.277339220047
50,3,5208.306971073151
50,3,5250.756417751312
50,3,5250.572385787964
50,4,5390.691400051117
50,4,5367.185102939606
50,4,5378.661754131317
50,4,5450.36416888237
50,4,5384.225329399109
50,5,5563.464790821075
50,5,5544.063813924789
50,5,5565.293841838837
50,5,7749.179743766785
50,5,8375.367437124252
50,6,8499.382954359055
50,6,8701.301529407501
50,6,8489.355207681656
50,6,8409.598886489868
50,6,8320.696920156479
50,7,8741.246835708618
50,7,8786.254130125046
50,7,8898.096287250519
50,7,8714.178470611572
50,7,8830.490018129349
50,8,9066.994495630264
50,8,9115.914299964905
50,8,9251.048208475113
50,8,9066.057040929794
50,8,9065.785898447037
50,9,9442.36054635048
50,9,9318.947680950165
50,9,9396.29257941246
50,9,9464.673968553543
50,9,9578.655456066132
50,10,9675.651634454727
50,10,9726.572609424591
50,10,9955.988617658615
50,10,9783.135215759277
50,10,9679.518028259277
